visitorid,recommendation_timestamp,rank_1_itemid,rank_2_itemid,rank_3_itemid,rank_4_itemid,rank_5_itemid,rank_6_itemid,rank_7_itemid,rank_8_itemid,rank_9_itemid,rank_10_itemid,rank_11_itemid,rank_12_itemid,rank_13_itemid,rank_14_itemid,rank_15_itemid,rank_16_itemid,rank_17_itemid,rank_18_itemid,rank_19_itemid,rank_20_itemid
171249,2015-09-01 03:00:00+00:00,344452,446934,363353,138,15957,44690,63621,116581,145156,163279,216809,219267,273967,274252,318292,422039,436295,438914,458657,11664
171405,2015-09-01 03:00:00+00:00,46600,210408,232927,248881,339941,420619,434113,17864,138737,59650,335548,378072,428971,191031,283713,22014,162183,375605,413490,29150
171475,2015-09-01 03:00:00+00:00,55243,242167,460681,269610,208820,397960,124065,159822,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975
171548,2015-09-01 03:00:00+00:00,364240,149227,430868,134898,200759,409911,459655,201391,423956,331279,211880,72579,19249,58309,10935,14656,62077,63338,86297,89821
171557,2015-09-01 03:00:00+00:00,132233,419332,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130
171791,2015-09-01 03:00:00+00:00,267236,302195,158677,290014,30479,458669,177106,35431,63621,108442,145156,181831,219267,243888,258097,273512,281115,301119,340246,352532
171983,2015-09-01 03:00:00+00:00,107718,41191,49245,67468,71816,91592,116323,126015,139340,150976,204844,219997,228675,255575,255840,276143,294939,298461,305052,328561
172004,2015-09-01 03:00:00+00:00,17603,23990,30436,283919,10935,14656,62077,63338,68447,244329,194151,79310,98341,353334,314019,456000,180288,86297,89821,93595
172019,2015-09-01 03:00:00+00:00,26028,221296,222185,284599,113163,421993,86111,89662,435007,28367,118120,454677,397429,414924,397838,236154,349846,332107,245168,233385
172303,2015-09-01 03:00:00+00:00,307403,229842,339763,108697,466205,396750,418902,23990,30436,33700,46865,57041,68447,82491,154436,155733,160412,179185,192120,193786
172787,2015-09-01 03:00:00+00:00,422452,442432,210648,173487,293476,434024,452040,226309,34095,232620,425164,443589,210861,334931,133117,189246,232491,45447,305464,315568
173115,2015-09-01 03:00:00+00:00,390378,395935,12381,27734,48129,177439,184406,458477,295059,43872,50102,51893,60848,85268,103755,106124,109030,126004,169221,199336
173144,2015-09-01 03:00:00+00:00,187058,447542,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130
173163,2015-09-01 03:00:00+00:00,323194,460658,133814,91273,17561,35087,74152,140360,144363,176457,203458,222049,225706,280223,289027,319807,320441,324704,341047,343842
173308,2015-09-01 03:00:00+00:00,122312,52231,267715,375613,463599,236449,361024,439814,450258,115845,219281,25726,390387,400670,66734,212940,387353,440448,396655,362701
173509,2015-09-01 03:00:00+00:00,260539,300872,359959,1761,32431,85742,143459,364186,329803,12601,25714,27694,33100,46385,51219,56070,60840,63348,63372,74147
173738,2015-09-01 03:00:00+00:00,101547,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130,48030
173863,2015-09-01 03:00:00+00:00,193544,375184,67068,203958,253469,253602,201249,436494,239559,232325,152387,10148,237589,254675,298120,327413,174947,291995,402187,162892
174077,2015-09-01 03:00:00+00:00,41562,429657,163479,10628,35316,43593,103272,125968,184202,189387,191235,227993,230475,285037,306363,347213,373212,396090,451888,1983
174103,2015-09-01 03:00:00+00:00,126973,226356,55183,186189,376564,212109,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668
174275,2015-09-01 03:00:00+00:00,193242,156469,274567,411264,422143,213547,12381,27734,48129,177439,184406,267849,297740,19976,98041,289827,46865,292844,461861,224527
174278,2015-09-01 03:00:00+00:00,187278,355246,378134,443983,12381,27734,42144,48129,177439,184406,432535,377704,394129,43872,50102,85268,106124,109030,126004,199336
174396,2015-09-01 03:00:00+00:00,147613,254290,23990,30436,328842,68447,154436,155733,192120,221792,268487,301106,333167,339569,341534,361192,386763,389632,395758,395994
174397,2015-09-01 03:00:00+00:00,281934,153050,264666,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029
174422,2015-09-01 03:00:00+00:00,2155,132832,251011,321373,424333,466216,37705,82899,421115,35625,73138,146650,255564,328179,95137,283586,16304,402295,50676,403058
174434,2015-09-01 03:00:00+00:00,327262,214001,412716,201512,316779,124950,348483,152842,124780,368060,85653,107379,227222,234656,281767,408853,441260,8748,22794,40304
174740,2015-09-01 03:00:00+00:00,164344,153889,189507,305496,112197,244405,241362,369852,122507,10628,12381,16024,20463,22558,24906,27734,35168,35316,38259,42925
174863,2015-09-01 03:00:00+00:00,419825,232836,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,154722,160054,186780,209149,222930,225137,231407
174972,2015-09-01 03:00:00+00:00,78286,174216,217871,297215,455371,125235,214305,219657,346947,238224,19897,278539,38565,74284,79776,439223,323363,418513,133764,91896
175200,2015-09-01 03:00:00+00:00,306505,406581,55343,87076,354881,51408,424899,179185,230571,134191,25068,47618,56697,71241,86659,96589,97181,120917,193348,203392
175211,2015-09-01 03:00:00+00:00,118837,426259,187511,104097,302363,396478,419690,424208,437298,444893,217538,322772,4020,24522,49646,66946,68558,73155,77735,225345
175434,2015-09-01 03:00:00+00:00,404204,99020,158666,179705,45722,80735,101025,111325,131771,135043,144071,144203,171076,203710,230877,353304,382492,22295,32781,51370
175606,2015-09-01 03:00:00+00:00,159780,127995,133224,360344,383853,28312,361483,16024,24906,38259,58800,97486,109101,158911,162645,162785,164605,183852,217045,237486
175709,2015-09-01 03:00:00+00:00,228083,187549,74377,27736,96680,139296,215503,250177,373014,152387,201249,166122,13422,131616,133250,143601,46023,91698,101883,137767
175890,2015-09-01 03:00:00+00:00,128762,382727,313170,202226,165169,396732,62599,143689,55549,66474,114957,435520,442747,139506,447877,29212,330293,35860,1196,339327
176055,2015-09-01 03:00:00+00:00,112537,362257,28056,336568,347280,58232,279815,234827,207899,348036,97048,123171,142094,191334,380169,266285,1560,235710,301669,438150
176077,2015-09-01 03:00:00+00:00,76291,416588,398489,333058,72126,238081,15400,383785,239608,139487,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302
176213,2015-09-01 03:00:00+00:00,222351,270748,193088,106234,362736,44520,320282,350279,10887,32879,353419,183351,187946,461686,5411,370653,257040,309778,298009,219512
176231,2015-09-01 03:00:00+00:00,421277,2820,58822,62697,65495,78540,108211,133407,171699,227306,317597,320651,350177,357398,370351,376335,380356,402564,425954,429715
176266,2015-09-01 03:00:00+00:00,15190,423952,224981,50222,146162,244570,211526,347853,446229,228510,217137,266039,126952,192160,367065,142589,55089,371901,27109,199551
176380,2015-09-01 03:00:00+00:00,165228,39199,8434,388465,159622,251970,239181,212995,8653,430200,224391,200117,187946,461686,5411,370653,257040,309778,298009,219512
176449,2015-09-01 03:00:00+00:00,88145,109924,29310,411920,112758,321946,3188,12752,13422,28833,40542,51906,66798,131616,133250,137130,143601,151119,188126,203972
176919,2015-09-01 03:00:00+00:00,389678,165285,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130
176945,2015-09-01 03:00:00+00:00,46399,260338,283654,321577,343352,185598,384528,9492,76331,112657,234890,437778,426684,383450,34843,137697,187946,461686,5411,370653
177133,2015-09-01 03:00:00+00:00,309557,109661,441966,434432,86057,176600,118742,375888,246300,151410,3188,13422,23990,28833,30436,40542,51822,51906,58822,60999
177377,2015-09-01 03:00:00+00:00,300564,65477,72022,12478,17108,292206,108421,8598,229611,427556,431515,22154,233391,280216,407650,12953,8984,206428,425996,131387
177503,2015-09-01 03:00:00+00:00,4550,110363,170434,34730,22293,33568,390309,258047,282800,318553,353856,414049,300967,180588,109589,317145,246196,187946,461686,5411
177848,2015-09-01 03:00:00+00:00,7094,54771,46023,91698,101883,137767,153432,193660,322332,346601,399716,458579,16552,57462,85929,90631,131364,244405,249940,287043
177863,2015-09-01 03:00:00+00:00,134576,236180,22436,58680,176470,463804,333147,199874,63543,368060,390591,158666,12827,78163,19476,215016,328430,22138,46076,344723
177937,2015-09-01 03:00:00+00:00,71229,196864,10050,153668,157246,189974,220840,237832,273801,312666,148574,234542,237115,248147,273448,312888,325540,326235,335233,387378
177982,2015-09-01 03:00:00+00:00,31634,396144,151945,322190,34992,331032,1508,4090,31516,33581,71151,110230,130731,165556,171197,197148,220643,272371,292643,331363
178024,2015-09-01 03:00:00+00:00,218871,284639,335044,449287,434247,14660,37093,47115,47847,78654,139561,178029,184846,213642,229123,234409,238089,245745,275654,335774
179003,2015-09-01 03:00:00+00:00,252314,338721,148123,306763,320130,203231,280848,302363,396478,419690,437298,31952,4020,24522,49646,66946,68558,73155,77735,225345
179013,2015-09-01 03:00:00+00:00,84149,46443,64642,279815,212650,138552,17419,226114,251349,309402,435834,113844,159380,440783,4253,103570,199591,268880,269296,290446
179154,2015-09-01 03:00:00+00:00,182738,454358,50722,89647,312977,21642,70387,40055,51561,308025,345202,270788,36408,117102,211679,186260,21466,209405,456158,372772
179209,2015-09-01 03:00:00+00:00,389158,320130,182523,91839,112129,154553,175058,49621,110310,193544,228721,256668,312445,330559,375458,395405,422491,425521,55049,222196
179239,2015-09-01 03:00:00+00:00,370770,332728,316769,183238,72409,28069,373910,42586,190555,198111,249053,298979,430429,188887,130663,19641,40498,262710,386550,213647
179271,2015-09-01 03:00:00+00:00,128182,321785,2543,12752,138414,198302,203972,223911,254748,271527,286455,296423,378968,413463,432384,220950,220724,144090,291561,164345
179296,2015-09-01 03:00:00+00:00,206693,51650,154653,43299,52048,110184,112948,115625,153409,230665,250423,271208,271835,277781,312092,26046,63428,5138,19381,59587
179314,2015-09-01 03:00:00+00:00,342180,403792,63439,262603,250224,227518,15253,241950,177344,221749,215800,121634,269177,150185,187611,325306,112478,88975,415313,274008
179370,2015-09-01 03:00:00+00:00,452267,429628,25153,181284,36606,186518,286781,192519,204357,145179,283338,109380,277974,326020,281737,229026,123175,211856,119691,75822
179389,2015-09-01 03:00:00+00:00,231482,253072,128908,407992,204494,306590,455240,214790,118914,127969,13925,46023,58568,91698,101883,137767,153432,193137,322332,458579
179424,2015-09-01 03:00:00+00:00,243853,176065,9985,82586,448331,96713,118339,299283,73740,155133,71479,287594,68749,295984,300261,305958,16397,116079,45596,257921
179566,2015-09-01 03:00:00+00:00,226707,88806,153114,212029,251531,118614,312258,350061,108859,263053,374786,455326,102408,245699,252957,70004,82565,29613,446707,328798
180203,2015-09-01 03:00:00+00:00,307322,31894,345205,16344,192875,349470,180405,46710,108075,366732,67423,357779,442300,173365,422376,268006,326719,363783,44494,64426
180702,2015-09-01 03:00:00+00:00,67463,368226,15018,89647,230376,206267,341514,98955,270788,110916,211679,21466,209405,368337,121064,341532,47334,84275,315193,363117
180956,2015-09-01 03:00:00+00:00,379573,10935,14656,53402,62077,63338,86297,89821,93595,98990,108765,121304,148425,151282,154722,160054,180178,186780,209149,222930
180957,2015-09-01 03:00:00+00:00,332203,250898,30203,414206,399999,179909,342749,123704,385819,361587,40804,70631,207796,248142,305678,103519,211943,345455,192323,265846
180981,2015-09-01 03:00:00+00:00,218794,171878,461686,32581,250375,108924,10572,40630,28072,75392,266965,350171,36972,165058,307322,333039,38751,180405,67423,445258
181309,2015-09-01 03:00:00+00:00,45166,438338,405645,445134,82610,268033,272455,450887,249247,325224,143074,83726,283919,253403,396322,408433,10935,14656,23990,30436
181387,2015-09-01 03:00:00+00:00,381298,209654,76936,300770,104243,94748,179714,273468,437106,202825,343772,275570,434782,187946,461686,5411,370653,257040,309778,298009
181723,2015-09-01 03:00:00+00:00,315543,117984,203002,94237,132019,244359,259614,182523,267232,362171,408043,352072,35336,332183,23990,30436,46305,46865,68447,154436
181738,2015-09-01 03:00:00+00:00,145782,13130,389612,464559,343947,354233,364581,309193,295453,120465,69021,367419,341197,158666,233098,188792,6586,161937,190070,437804
182152,2015-09-01 03:00:00+00:00,115172,155,256222,277658,436428,391382,122487,22668,145100,176189,435381,168350,6692,40216,138219,190667,348143,45722,80735,101025
182200,2015-09-01 03:00:00+00:00,80450,52741,281467,295537,177245,368060,90186,352723,411650,187150,45583,193776,208450,247909,354709,392548,402,836,3347,13376
182444,2015-09-01 03:00:00+00:00,119440,217121,130108,176623,230057,185677,55159,64248,202678,210584,35461,47109,127871,159876,190177,333540,255013,175377,436572,51043
182548,2015-09-01 03:00:00+00:00,140156,241555,224620,9877,325310,38965,283115,265571,412622,37115,381941,252319,82377,268972,250212,141846,239006,319680,322341,82173
182564,2015-09-01 03:00:00+00:00,84252,92003,321850,26700,51987,94098,98587,116588,129732,254546,281325,320826,360684,402568,378270,5089,5502,37813,87088,125878
182706,2015-09-01 03:00:00+00:00,129048,364328,219749,152433,16813,13422,14086,49590,58252,131616,133250,143601,224166,236946,241261,271208,286870,314992,329110,355299
182709,2015-09-01 03:00:00+00:00,39128,325091,427664,237198,244971,296795,7747,21300,21600,166778,332245,453577,341874,107330,107773,148382,182365,272124,296371,334082
182734,2015-09-01 03:00:00+00:00,346519,465609,312879,278527,449763,372407,398674,437036,339665,335641,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302
182863,2015-09-01 03:00:00+00:00,446047,454562,12081,46178,50508,110758,243076,243536,251782,434647,41518,64632,96238,41191,71816,91592,138414,139340,150976,204844
182871,2015-09-01 03:00:00+00:00,71806,287739,192876,375674,393643,102464,110318,125018,162999,163536,164547,238247,241939,273232,318295,1669,6992,34852,41191,60056
182981,2015-09-01 03:00:00+00:00,303828,89044,303715,61469,184872,401374,378489,205605,155871,77472,261979,58638,174815,432925,869,432478,284721,356012,125318,276494
182997,2015-09-01 03:00:00+00:00,196283,233243,79555,326444,4950,366400,378872,107165,48715,146270,453524,37379,438825,105436,157175,221106,374849,362752,182601,34408
183052,2015-09-01 03:00:00+00:00,176866,113180,235947,61883,2711,95467,215944,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530
183716,2015-09-01 03:00:00+00:00,277788,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130,48030
183813,2015-09-01 03:00:00+00:00,211776,98530,189892,270570,332486,418269,44705,64529,93753,114864,118782,130697,152861,187371,192006,193544,201884,214563,228721,234137
183880,2015-09-01 03:00:00+00:00,62476,48881,462473,285154,372318,394089,192875,461686,288403,357251,435916,256553,58483,95449,315912,396302,81753,276288,386743,466550
184061,2015-09-01 03:00:00+00:00,76499,19476,25068,56697,71241,78862,144365,222417,285563,287184,293865,306948,311433,347498,428000,429115,440662,465017,25807,33167
184352,2015-09-01 03:00:00+00:00,16813,288795,281283,124193,98719,280375,44318,391289,338208,175356,243250,449484,12404,267347,49725,259725,298868,17104,29871,286324
184481,2015-09-01 03:00:00+00:00,71053,318789,290715,5729,8264,10259,15723,22558,38715,44122,48447,55811,79046,86989,93229,99425,102673,106536,110931,112962
185161,2015-09-01 03:00:00+00:00,449045,465619,305832,463449,405495,337764,81878,121302,283809,135975,382732,287791,297264,245895,38674,92175,396042,190293,349690,395091
185540,2015-09-01 03:00:00+00:00,217061,441264,163964,277463,369485,198170,73394,74602,277189,152861,87012,115588,134707,186848,250351,369474,39933,262666,162549,173223
185552,2015-09-01 03:00:00+00:00,123645,212767,208912,392655,404,6108,15910,23951,50898,61209,67708,77966,79379,122619,142756,163088,170374,207768,214559,216058
185697,2015-09-01 03:00:00+00:00,357635,415734,186590,136713,390629,434805,361820,439190,351407,2671,6432,403812,206357,212837,359985,250589,195352,187946,461686,5411
185849,2015-09-01 03:00:00+00:00,254418,432992,869,118551,266900,185246,267461,308438,454422,303828,234808,330090,438322,276494,159956,36977,368947,331039,314073,303715
186079,2015-09-01 03:00:00+00:00,241547,349889,54431,89947,193840,321325,466757,386209,15903,460184,58573,123374,273226,414712,28134,457711,230516,257030,337193,422888
186156,2015-09-01 03:00:00+00:00,201399,202690,383111,246985,352442,79599,281430,362031,187398,313057,159262,170017,180463,330557,10417,16382,81712,335151,415599,434685
186880,2015-09-01 03:00:00+00:00,287647,429700,151553,6447,456169,47415,66351,434588,110960,359177,6946,19476,20878,53452,78862,88642,112099,112794,118221,125706
187232,2015-09-01 03:00:00+00:00,172774,418501,49941,355068,419647,363268,153138,276892,379073,78604,299457,150212,247458,279214,340294,427128,361568,144211,53747,280629
187336,2015-09-01 03:00:00+00:00,150990,371292,404485,1669,6460,6992,19839,21130,25132,34725,34852,39133,44843,48485,51289,60056,70100,71560,74325,82904
187489,2015-09-01 03:00:00+00:00,64951,187029,316753,390093,357844,296303,154553,273299,375178,447549,244405,198209,157453,183017,243691,388567,253615,36873,325852,400099
187536,2015-09-01 03:00:00+00:00,461686,197947,218794,171878,147994,458909,70719,188377,433490,454575,32581,70914,339723,241418,250653,260471,10572,223881,443047,217675
187544,2015-09-01 03:00:00+00:00,127528,437243,255906,319030,33806,35040,337612,332187,58570,36444,2716,56668,219168,252768,286423,219616,117401,191634,204038,165302
187605,2015-09-01 03:00:00+00:00,256270,260384,260957,296862,49124,96515,140360,225706,287233,318865,324704,326706,343842,451800,128443,280320,335351,348352,277452,4377
187824,2015-09-01 03:00:00+00:00,64749,10935,14656,19476,21547,37972,62077,63338,71670,78862,82010,86297,88501,89821,93595,98990,108765,110653,111070,116323
187831,2015-09-01 03:00:00+00:00,101571,465731,6282,202522,60564,74642,464777,12154,346115,28967,277265,297091,147551,273450,46625,3694,3916,331123,162626,263000
187834,2015-09-01 03:00:00+00:00,76964,216519,76196,397962,406960,8635,60812,217108,264206,408203,340825,424484,326251,366876,174558,422039,248614,243606,411575,116022
187836,2015-09-01 03:00:00+00:00,90921,32612,71957,178537,76971,346687,396930,112321,379918,406715,51822,86659,189221,193348,215116,305842,200345,365004,23997,119096
188386,2015-09-01 03:00:00+00:00,99802,287007,346436,443944,14660,37093,47115,78654,139561,178029,184846,213642,229123,234409,238089,245745,275654,335774,386288,414190
188814,2015-09-01 03:00:00+00:00,425260,190000,124853,380366,314980,242389,361644,31539,255689,11131,154346,11423,405495,344685,368488,308896,396036,412254,46023,91698
188961,2015-09-01 03:00:00+00:00,331787,8786,38929,13100,21635,92566,190285,283951,308807,309230,333393,337387,372433,409810,183802,2523,5248,55101,73851,247781
188972,2015-09-01 03:00:00+00:00,80330,324963,422022,386857,440220,79846,238902,153778,1510,94536,111436,152284,181284,199279,204731,246647,283776,312384,374059,412306
189216,2015-09-01 03:00:00+00:00,460372,452688,190826,463585,366837,207695,384797,89883,204403,21117,338660,18520,322918,13925,276762,73703,317054,189154,128908,69631
189402,2015-09-01 03:00:00+00:00,302321,164324,75570,205242,332295,419450,69213,223415,425796,92967,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304
189858,2015-09-01 03:00:00+00:00,297884,372834,76229,234876,281371,442742,210975,451388,117286,143185,181493,37043,261316,126243,329206,409399,410587,215016,328430,415695
189888,2015-09-01 03:00:00+00:00,328281,132948,149533,302643,6333,10647,24201,28344,45495,89783,112721,124424,127222,149162,181217,244558,282532,324276,327800,363716
190054,2015-09-01 03:00:00+00:00,236175,417682,341780,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029
190077,2015-09-01 03:00:00+00:00,197357,321913,252481,464100,324956,256866,268048,122336,397087,164274,136778,185632,165358,271801,346160,210021,347882,48025,49282,416530
190118,2015-09-01 03:00:00+00:00,458399,262759,366759,327142,195907,36780,199061,259080,292581,382579,434402,451531,215668,237873,390294,375789,73441,128581,299545,253956
190120,2015-09-01 03:00:00+00:00,215977,71238,364254,431386,210490,235159,236569,421333,92967,77614,111458,322354,387034,235869,302321,50512,165244,361389,403832,145734
190269,2015-09-01 03:00:00+00:00,120091,432099,342222,441550,155219,429130,314823,466108,189086,282843,377523,318786,1909,3606,10483,21376,25991,52286,84657,112256
190608,2015-09-01 03:00:00+00:00,391571,327068,28365,312888,351130,986,5057,70440,98943,170340,281282,298176,363284,374467,379768,385029,385401,27668,73105,276599
190663,2015-09-01 03:00:00+00:00,91526,183514,170564,65962,48729,427470,202504,262679,135177,150509,156759,171460,281312,256306,162238,23990,30436,68447,154436,155733
191032,2015-09-01 03:00:00+00:00,189155,305218,16111,223983,266325,288333,314876,345295,366670,143866,157984,205493,252732,267797,36901,145410,254157,293105,344762,402272
191074,2015-09-01 03:00:00+00:00,412082,180363,240135,4115,44297,71398,96075,151974,275333,279741,319080,330322,402827,421471,450461,44396,80813,104937,123861,147847
191124,2015-09-01 03:00:00+00:00,211847,224893,451967,187969,360784,262838,422236,35181,63701,70296,309057,311219,325180,371992,463590,141601,286674,429535,432127,300092
191370,2015-09-01 03:00:00+00:00,124919,379535,10935,14656,62077,63338,70370,75810,86297,89821,93595,98990,108765,121304,151282,154722,160054,175058,186780,189892
191550,2015-09-01 03:00:00+00:00,466606,55701,262813,139769,360637,399853,192798,307021,323967,403918,177686,279271,391578,167985,180002,139096,463486,114319,345601,371336
191658,2015-09-01 03:00:00+00:00,181146,416675,230892,14086,58252,84228,117803,189892,205428,211873,236946,241261,286870,314992,332486,346216,355299,362479,380211,425201
191812,2015-09-01 03:00:00+00:00,237422,244587,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,359990,373360,269140,203462,18418,25490,38854,42293
192067,2015-09-01 03:00:00+00:00,332183,54874,203002,418894,67707,309457,345077,438234,337661,75331,466385,241602,35336,357531,101513,177522,238995,9737,258508,259614
192453,2015-09-01 03:00:00+00:00,34488,435622,453863,140769,437323,85429,220324,245907,274308,286271,367290,391313,452298,438042,55536,94675,130521,378513,24450,102383
192514,2015-09-01 03:00:00+00:00,303715,303828,89044,174815,261979,58638,432478,432925,125318,869,356012,254418,432992,190303,203462,276494,133647,185246,244405,347530
193107,2015-09-01 03:00:00+00:00,36965,450336,305094,136860,10935,14656,20878,53452,62077,63338,86297,89821,93595,98990,108765,112794,118221,121304,125706,151282
193345,2015-09-01 03:00:00+00:00,304973,184026,161681,27845,33428,83422,94179,105879,119438,124067,147083,196871,229955,242947,246392,260489,289353,330107,331412,334492
193473,2015-09-01 03:00:00+00:00,462082,180057,248280,5790,105108,185661,75438,54065,353514,174359,7872,50927,377704,240756,271612,67056,2873,145255,171594,283214
193555,2015-09-01 03:00:00+00:00,106305,213834,316976,419470,168486,402,836,3347,6460,13376,13453,15034,16645,16887,17781,17946,19839,20603,20890,21130
193816,2015-09-01 03:00:00+00:00,152687,386112,268266,263503,373119,206968,10628,35316,43593,103272,125968,184202,189387,191235,227993,230475,285037,306363,347213,373212
194610,2015-09-01 03:00:00+00:00,311152,403502,382894,75195,311929,68105,4446,3718,214949,450443,229766,402845,420528,41908,298630,2369,35434,454735,93659,235070
194617,2015-09-01 03:00:00+00:00,294419,22558,23990,30436,68447,154436,155733,188600,192120,200345,221792,268487,333167,339569,341534,361192,365004,386763,389632,395758
194930,2015-09-01 03:00:00+00:00,193593,374309,303463,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029
195012,2015-09-01 03:00:00+00:00,159395,271620,57361,222889,105445,241393,248464,172948,265015,431429,59932,123849,211672,290749,251776,258194,36995,109288,286731,187946
195119,2015-09-01 03:00:00+00:00,423915,36315,317403,30768,165673,118304,23398,348823,188300,463852,224164,308508,402641,309594,278828,294834,36975,324892,437068,49907
195130,2015-09-01 03:00:00+00:00,398489,273118,427840,80894,329629,384110,357844,456056,545,206966,296303,347530,420162,421090,109701,439272,283766,239608,108308,162652
195186,2015-09-01 03:00:00+00:00,179238,258266,258828,189264,129441,22541,179599,311048,385070,386436,54554,11587,34406,392240,296889,66217,427156,279704,362218,310513
195722,2015-09-01 03:00:00+00:00,71926,309440,210229,352007,52048,69058,110184,115625,153409,187030,250423,261256,271835,277781,292558,312092,317883,373513,442726,197717
195883,2015-09-01 03:00:00+00:00,364518,296749,391496,188335,126038,70303,15773,336380,378513,462938,138918,209018,255729,158516,334895,46924,139447,251032,301115,310791
196013,2015-09-01 03:00:00+00:00,17435,182351,10628,35316,43593,103272,125968,184202,189387,191235,227993,230475,258263,285037,306363,347213,373212,396090,451888,84337
196026,2015-09-01 03:00:00+00:00,430367,1682,355598,320788,193544,56505,25068,56697,71241,200345,302363,346601,347498,365004,396478,419690,437298,34194,315084,371075
196076,2015-09-01 03:00:00+00:00,275434,284734,326173,10628,35316,43593,87354,103272,125968,184202,189387,191235,227993,230475,242119,285037,306363,347213,373212,396090
196109,2015-09-01 03:00:00+00:00,381081,183361,436748,23990,30436,68447,154436,155733,192120,221792,268487,333167,339569,341534,361192,386763,389632,395758,395994,423282
196209,2015-09-01 03:00:00+00:00,123944,9286,172166,196660,62746,69459,392402,44561,246407,91455,248455,6460,158677,35431,108442,10259,38715,93229,112962,118998
196358,2015-09-01 03:00:00+00:00,201695,400971,459625,158574,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447
196394,2015-09-01 03:00:00+00:00,95436,369253,453778,444090,182872,361723,93010,369835,437291,133722,141065,170248,216517,440013,393670,168403,374923,193812,92712,312146
197192,2015-09-01 03:00:00+00:00,108203,392082,117551,50186,42788,432665,345977,376772,414078,197685,118771,37989,28893,226374,424186,51650,415610,389135,6133,11475
197311,2015-09-01 03:00:00+00:00,293911,350525,12481,40363,172574,219821,448853,64305,396750,336314,31066,404,6108,15910,23951,23990,30436,50898,61209,67708
197965,2015-09-01 03:00:00+00:00,250618,389037,356207,288435,165822,74292,275641,291123,433504,59339,62453,19476,60999,61508,78862,83133,93544,108666,144365,147414
198034,2015-09-01 03:00:00+00:00,338515,155534,245917,42925,55820,141384,177643,217685,224036,306609,310573,338466,466210,344254,80614,346501,445017,22985,57411,61712
198068,2015-09-01 03:00:00+00:00,20474,77138,423027,456047,365879,215868,242967,386401,268880,290446,298773,299351,465857,106894,204632,223618,250527,315162,360355,417916
198153,2015-09-01 03:00:00+00:00,125656,184769,226086,237505,268645,367528,378849,380602,69404,14630,17614,92233,20163,179353,283831,293606,295576,319138,131727,7730
198301,2015-09-01 03:00:00+00:00,165358,434091,334286,26046,205228,355264,434603,243910,214654,136778,282562,343845,393653,304685,53887,229129,442346,154653,116493,236381
198322,2015-09-01 03:00:00+00:00,32989,75331,44110,241602,203002,46023,91698,101883,137767,153432,296030,322332,443720,458579,176113,85929,90631,131364,137835,244405
198424,2015-09-01 03:00:00+00:00,34616,77638,178473,276691,54965,372732,11327,19474,413777,417220,448351,110151,452155,446490,456425,32493,455332,8185,243355,109618
198432,2015-09-01 03:00:00+00:00,31514,329104,330900,374896,353111,137582,158641,384603,395965,420162,258087,268772,283919,371965,27646,109360,111787,137130,143609,146857
198465,2015-09-01 03:00:00+00:00,368743,104746,323718,243091,132413,217058,32781,45722,80735,101025,111325,131771,135043,144071,144203,171076,203710,230877,95734,219488
198620,2015-09-01 03:00:00+00:00,257863,164553,10935,14656,28429,62077,63338,71761,86297,89821,93595,98990,108765,121304,151282,154722,160054,186780,209149,222930
199303,2015-09-01 03:00:00+00:00,177105,423255,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130
200005,2015-09-01 03:00:00+00:00,343502,268755,165621,140532,108946,274151,35439,183997,158716,76202,329886,387339,354571,110310,256668,330559,375458,452011,83533,88378
200044,2015-09-01 03:00:00+00:00,184543,451553,353628,51893,167985,180002,271208,293130,240713,298926,30513,224530,246097,348735,38694,408857,67068,79973,113312,193544
200093,2015-09-01 03:00:00+00:00,287696,457407,15943,154720,183974,242830,255160,257076,271407,273702,290390,302210,325869,349053,366290,120098,409323,265326,148333,154219
