visitorid,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20
109879,369447,37029,12217,158666,315543,829,390591,445351,402455,194791,369565,189381,273118,320130,239884,455006,184199,250015,143416,74953
109992,298009,180751,262258,29100,63119,160878,69533,312060,115183,382751,315545,267051,48704,19976,260539,400946,332018,4067,273041,437293
110597,316753,315543,444593,16344,84160,46232,407947,118551,303828,284045,428257,254418,391992,295613,357054,431276,443030,215868,103961,400093
111446,869,266900,9877,112782,341482,257040,241555,334273,438322,420960,254418,308438,89044,254432,84310,234255,206880,122219,48030,449391
111805,316753,65273,253615,339703,102306,344723,409804,133907,22436,198209,369447,299038,325852,354233,234493,46232,320130,158666,446820,312728
112151,231482,341482,219512,29100,268081,346673,420960,243355,170262,204494,446522,322489,91152,445105,115258,48030,119736,414654,448453,369158
112326,445351,316753,133907,69533,369447,299222,312728,161623,12217,232509,158666,247909,253615,29100,318333,441852,215596,234255,242905,213834
112411,341482,461686,316753,241555,9877,335975,91755,119736,309778,325310,379390,412622,38965,303828,369158,283115,314789,869,374092,301721
112457,272770,453618,400946,84160,247909,109618,112782,69974,243355,29100,290999,393028,272976,285729,279457,194791,32843,315543,110151,311405
112535,29196,341482,69533,312728,441668,369447,231482,219512,12217,355994,82278,215596,64951,125751,334273,315543,460188,456005,119736,448044
112623,335975,350629,91755,369447,84160,7943,455183,240900,48030,316753,232509,231482,384302,355994,133907,29100,118914,328696,460188,69533
112626,69533,461765,463617,37029,46232,379390,190000,133907,428257,340960,452361,268883,428065,417927,275559,460553,101288,57788,60980,188148
113217,316753,290999,37029,384302,231482,341482,253615,369447,122604,133814,179601,133907,62549,355994,339703,65273,198209,460188,69533,312728
113285,290999,231482,112782,179601,420960,29196,417927,299222,268883,312728,445351,339703,204494,119736,76196,339808,11663,266900,68000,332629
113302,109618,243355,69533,29100,215715,354233,235224,299677,62549,29196,447995,65273,299222,339517,101288,424515,4001,318333,122604,273936
113366,393028,82278,279457,441852,449912,17478,272455,242905,286731,453290,283573,328696,463663,2641,294482,283916,112782,350629,237763,117695
113658,84160,109618,110151,393028,400946,29100,243355,247909,365787,200425,46130,316753,97661,350629,205829,4067,332018,380971,19976,378637
113688,37029,122604,320130,9877,241555,389158,38965,325310,438484,412622,51650,334520,37115,57788,49621,283115,46130,445351,252319,14671
114574,37029,133907,393028,441852,154912,84160,381265,225585,29791,366291,204049,181576,390992,159624,250304,441668,46156,302307,106350,118856
114722,316753,369447,339703,215172,320130,69533,133907,82278,312728,389158,91105,119736,400946,379520,232509,12217,274435,198209,57788,409804
114927,112782,341482,369447,461686,65273,299222,48030,17478,190000,247909,367664,257040,89775,204494,420960,231482,119736,175356,268883,360487
114980,290999,445351,312728,179601,257040,12217,37029,438484,384302,133814,369447,315543,247909,449912,213834,242905,11663,448044,231482,31791
115269,316753,48030,200180,272770,132683,62549,23762,234255,52928,116624,268081,312728,310944,89044,448220,220513,308648,12217,119736,192653
115395,48030,316753,445351,29100,232509,290999,12217,299222,312728,253615,161623,69533,213834,92465,34843,444365,400946,350629,270532,62549
115677,9877,241555,38965,325310,412622,37115,283115,265571,252319,239006,82377,319680,381941,268972,250212,322341,269085,220678,308263,44826
115945,315543,29196,461686,369447,257040,69533,321905,280328,444593,456056,84160,82278,464731,398489,16344,112782,219512,428648,119736,88446
116133,316753,7943,91105,459475,345279,321905,342530,208939,165415,253286,33907,15773,48731,194544,389814,109018,256721,354714,379841,244027
116262,369447,316753,179601,294438,65273,441852,60980,320130,339703,280375,175356,409804,234493,290999,198209,16813,442131,84310,234255,224614
116575,29100,316753,272770,232509,400946,312728,374092,12217,339703,389158,159822,315543,304537,453618,314789,247909,285729,15948,342816,369158
116644,445351,7943,231482,392074,299222,65273,292444,232509,332629,124583,215363,374092,334920,304685,312728,369158,153135,101718,294482,307306
116946,869,303828,266900,254418,303715,118551,58638,308438,432478,276494,89044,438322,432992,368947,432925,330090,454422,96127,421337,185246
117277,215503,48030,92271,459835,158666,136182,30336,368841,88129,139207,29196,47863,227309,179601,55993,187413,259347,27606,318897,167032
117356,350629,374092,345279,445105,361956,183511,441852,89775,19976,45175,448044,288340,323718,263258,93001,438484,424899,399531,392146,445059
117387,369447,316753,29196,341482,409804,137697,339703,198209,253615,312728,69533,46232,37029,314789,441668,23762,372188,215596,138434,234493
117513,316753,253615,339703,65273,312728,46232,409804,78163,22436,344723,198209,272770,158666,234255,299038,91105,29196,546,7943,143293
117943,12217,84160,315543,29100,384302,286731,268883,116624,52928,112782,420960,345279,268081,280375,4001,445105,463617,382885,23762,103961
118451,84160,280375,89775,16813,139515,206880,316753,299044,234493,321385,150318,379092,428554,175356,46156,60980,318333,48378,355281,49384
118662,84160,247909,48030,345279,459475,290999,444593,420960,82278,104663,66737,12217,280328,32823,384514,369158,368060,119736,14671,425607
118745,445351,231482,65273,247909,68000,299222,339703,190070,204494,5470,392074,7943,292444,184199,374092,306590,314789,340825,315545,133907
118844,244252,89775,103156,40140,422044,22839,215503,284648,241752,36370,160272,387747,143418,148478,357659,206966,7804,228392,138827,106547
119461,400946,272770,84160,29100,109618,453618,111530,243355,112782,48030,369158,69974,285729,301721,194791,375822,110151,304537,186256,12765
119530,369447,48030,445351,299222,384302,111530,318333,354233,247909,303715,29100,29196,12217,11670,315543,257040,266900,309778,89044,11279
119589,37029,320130,316753,65273,389158,48030,339703,122604,84160,409804,247909,234255,253615,441852,12217,244458,57788,291877,290999,112782
119799,369447,48030,29100,247909,237422,158666,445351,387373,441852,357054,445749,272907,446522,384302,359439,416017,360825,192491,243355,400093
119901,272770,400946,29100,369158,453618,374092,112782,314789,301721,304537,232509,231482,285729,109618,255725,194791,330506,159822,459475,375822
120034,461686,218794,171878,32581,10572,84160,35608,108924,109618,369447,75392,307322,247909,316753,250375,180405,393028,415928,243355,110151
120075,29100,29196,299222,312728,318333,112782,69533,12217,273936,445351,424515,420960,109618,409804,62549,206241,268883,450641,46130,80435
120080,445351,369447,299222,111530,190000,318333,132347,60980,29100,294807,268335,384302,345086,355752,354233,448601,236512,268883,303715,228075
120609,84160,29100,272770,400946,315543,112782,206880,318333,280375,374092,177036,46156,60980,355281,301721,259884,369158,420960,29940,247862
120885,316753,65273,253615,339703,409804,344723,22436,198209,46232,299038,312728,325852,320130,234493,341482,78163,446820,441668,133907,106741
120906,268883,109618,29100,420960,358211,283916,325310,179601,222604,112782,442131,322810,243355,9877,139435,286731,236512,8347,361554,336359
120909,5411,370653,341482,102306,234255,316753,400946,84160,9877,241555,354233,272770,109618,325310,389158,38965,243355,355994,231482,116624
121210,133814,29196,445351,247909,334273,299222,312728,161623,68000,369158,369447,85579,332629,231482,408203,153135,204494,392074,62275,314789
121219,133907,69533,369447,91755,384302,37029,312728,29196,316753,215596,445351,335975,441852,65273,242905,253615,409804,158666,170811,290999
121296,272770,400946,453618,84160,247909,109618,69974,243355,112782,29100,290999,272976,279457,285729,393028,194791,369158,32843,186256,110151
121340,133907,335975,69533,247909,215596,65273,158666,399031,374092,367664,243980,424515,212216,112782,292444,341482,382751,84160,420960,432152
121434,232509,48030,29100,7943,12217,312728,400946,315543,29196,268335,69533,219512,379520,398489,36810,321905,62275,42002,387373,107195
121499,272770,84160,212216,279457,315543,37029,243980,133907,316753,382751,280328,103961,432152,52928,369158,303828,286731,338427,323084,200180
121565,179601,161623,234255,268335,445351,277490,190000,116624,7943,166306,228075,345086,294807,291877,393028,290999,340960,342530,137697,132347
121686,29100,109618,48030,318333,384302,316753,409804,299222,397642,17478,57841,243355,85832,322018,65273,288340,162375,235224,42002,159780
121975,111530,459475,369158,229928,292444,400946,243980,82278,184199,333140,457045,374092,5470,65273,392074,445351,17478,332629,247909,62275
122567,84160,280375,272770,445105,16813,231243,152433,243250,391289,316753,189381,206880,89775,227318,411373,385769,97139,12765,279457,338208
123038,309778,231482,161623,355994,69974,445749,29196,128908,227161,29100,91105,232172,48030,461061,111530,287449,445105,82586,321905,204494
123318,369447,445351,111530,29196,247909,318333,257040,23762,444365,354881,315543,20740,312728,456005,460553,8638,449489,387373,463280,76196
123595,29196,158666,69533,340825,337327,315543,272324,221900,130815,58086,263258,183511,340960,400077,243606,172894,332629,127537,192931,366177
123833,316753,312728,445351,29196,231482,12217,165337,253615,46232,409804,299222,133907,100282,170262,139515,387373,339703,232509,438484,306590
124004,231482,290999,234255,142466,445351,12217,29100,65273,322717,161623,299222,306590,247909,369158,282806,312728,204494,420960,248711,339703
124039,234255,360825,181576,257040,437371,449489,23762,61273,302329,424899,112782,357054,409804,48030,255708,463280,222422,46156,319605,243697
124087,369447,247909,290999,48030,315543,12217,320130,84160,291877,118551,453618,179601,109618,303828,389158,243355,356129,110151,355994,32843
124121,37029,29196,29100,869,303828,266900,254418,118551,58638,308438,303715,290999,438322,276494,89044,432478,312728,272770,432992,368947
124145,29100,272770,303828,869,400946,254418,118551,369158,266900,308438,58638,374092,37029,301721,453618,432478,382751,276494,314789,109618
124244,91755,355994,290999,445749,242905,341482,272770,442131,380971,138427,255725,405770,338307,170811,312728,84310,390591,30391,277490,344071
124339,84160,138427,109618,243355,48030,320130,445351,37029,12217,62549,247909,315543,389158,400946,441852,213834,369447,442837,350629,436004
124354,354233,133907,369447,247909,133814,69533,445351,158666,299222,316753,461686,215596,253615,318333,378637,234255,102306,441852,390591,370653
124711,374092,399031,424515,382751,367664,243980,212216,292444,432152,2836,140861,120541,372845,89262,279052,257575,360487,96883,347414,186214
124725,112782,29100,299222,142466,219512,445351,12217,309778,48030,318333,247909,461686,420960,315543,232509,312728,11670,266900,234255,179601
124885,441852,350629,242905,232172,355994,414460,112782,294482,29100,150103,355511,69533,175749,218033,351074,287647,385261,57389,200537,78729
124953,96924,341482,299222,445351,340093,385475,365673,389158,161623,438484,29100,65273,90240,33912,184903,57788,261673,247909,309821,221638
124971,84160,400946,247909,109618,272770,315543,320130,453618,12217,187138,48030,243355,110151,291877,374092,285729,299677,355994,399031,111530
125600,29100,48030,133814,161623,232509,7943,290999,299222,374092,292444,382751,247909,393028,274798,357054,206241,369158,318333,279052,25762
126371,316753,48030,312728,12217,231482,339703,232509,112782,7943,62549,253615,320130,445351,384302,257040,272770,122604,389158,400946,69533
126505,445351,299222,84160,438484,213834,247909,318333,100282,12217,122604,46130,69533,190172,448044,139515,370615,227869,56303,184412,5470
126696,315543,232509,12217,84160,69533,291877,369447,116624,184331,312728,247909,441852,109618,4001,388974,287696,345279,453618,389158,228075
127156,29100,48704,260539,69533,114866,276245,264604,378637,273936,347812,27442,174529,383084,273041,215308,124919,382751,447661,212672,26423
127623,12765,391289,89775,144704,52928,278663,437804,310514,133224,200180,287356,270950,226192,333183,212652,5730,73282,89044,90931,57788
127728,389158,365673,184903,84160,240262,29196,221638,57788,63102,52571,255202,54172,127537,346268,56323,376974,184465,56303,175555,414460
127984,158666,215503,379390,91600,386092,169571,19883,354881,412207,458489,100393,394518,130371,394931,360922,308510,92271,187991,350724,66405
128085,9877,241555,38965,325310,37115,412622,369447,283115,239006,265571,252319,279457,319680,82377,341482,381941,268972,250212,247909,37029
128385,445351,231482,65273,247909,299222,68000,7943,133907,339703,190070,204494,374092,292444,5470,315545,392074,184199,306590,314789,243980
128412,315545,422425,320494,112782,316753,441852,193828,242905,69533,272455,179601,312728,384302,449912,290999,294482,350629,82278,73852,369447
128919,290999,179601,280375,11663,316753,12217,170262,16813,242905,318333,175356,139515,442131,89775,369447,399592,299222,234493,391289,449912
128958,869,303828,303715,254418,118551,58638,266900,308438,432478,89044,7943,276494,438322,441668,432925,369447,432992,368947,315545,330090
129316,290999,312728,179601,29196,69533,316753,384302,133907,445351,133814,12217,242905,11663,37029,231482,22926,112782,122604,170262,100282
129394,29196,69533,369447,312728,82278,292444,232509,315543,215596,115923,354233,395497,7943,369158,315545,456005,219512,374092,455183,332629
129501,37029,280375,316753,445105,133907,231243,16813,152433,243250,391289,89775,385769,272770,189381,206880,411373,97139,279457,227318,118914
129519,315545,29196,335975,374092,369447,382751,69533,320494,309778,219512,312728,422425,140861,367664,29100,46232,432152,380237,384302,409804
129593,369447,48030,299222,111530,445351,384302,158666,413990,257040,309778,175356,354233,30024,65273,303715,289103,60980,261589,76196,98425
129681,298009,180751,262258,63119,160878,115183,227112,48030,92456,312060,59834,179049,199697,37900,239249,46232,431010,316753,216305,107163
129746,112782,219512,161623,393028,384302,274798,441668,91105,190000,422671,103900,197642,301843,454784,11279,254477,110529,289103,118446,120763
130271,272770,400946,84160,453618,29100,109618,112782,369158,69974,243355,272976,255725,301721,444593,285729,341482,194791,374092,284000,186256
130362,5411,298009,84160,341482,96924,109618,354233,7943,315545,102306,142466,243355,400946,384302,257040,133814,441852,180751,422425,316753
130374,29196,341482,48030,234255,299222,445351,257040,219512,420960,290999,119736,369158,247909,318333,334273,62275,441668,80435,456056,227318
130479,316753,29100,369447,65273,341482,37029,215596,393028,69533,409804,198209,339703,455183,190070,379520,126019,288525,16813,370653,320130
130551,374092,341482,290999,29100,424515,235224,382751,399031,109618,272770,140861,112782,120541,369158,279052,223203,243355,367664,400946,432152
130707,341482,272770,374092,400946,84160,369158,382751,453618,399031,315543,29196,255725,301721,424515,12765,112782,292444,69974,194791,140861
130794,445351,65273,29196,231482,339703,312728,151444,340825,299222,68000,76196,314789,177522,42002,415610,184199,292444,190070,392074,92078
130944,315545,320494,422425,193828,388097,402580,456792,380237,119636,370360,156813,246634,106615,385769,39439,418729,10540,289844,189635,122412
130999,187946,231482,455183,48030,355994,321905,369447,328696,118914,422356,204494,460188,340960,128908,277490,448044,456005,268335,454818,395845
131204,420960,268883,283916,286731,446522,179362,37930,188148,176648,200678,34843,272907,17607,424506,191581,360877,354153,149580,438513,465495
131249,869,303828,303715,254418,58638,118551,266900,308438,432478,89044,276494,438322,432925,432992,368947,330090,125318,96127,261979,421337
131276,48030,445351,384302,299222,441852,247909,420960,354233,248455,345279,318333,46156,190000,119736,546,268883,29196,290999,84773,309778
131371,272770,29196,369158,29100,279457,42002,162139,247909,133907,46232,453618,69974,17478,22436,334401,445351,301721,119736,400946,213834
131452,115323,235224,449912,394678,393028,413990,342530,334273,441852,328696,225257,456005,312728,464731,422356,459475,30024,389158,254432,259884
131541,290999,441668,441852,384302,48030,341482,84160,320130,179601,247909,7943,354233,216305,17478,291877,119736,399031,11663,243980,244458
131719,37029,29196,312728,122604,232509,320130,299222,445351,438484,48030,234255,334520,51650,409804,49621,14671,389158,46130,190000,369447
131819,5411,461686,241555,9877,309778,354233,187946,412622,325310,29100,283115,38965,316753,312728,7943,119736,369158,37115,303828,252319
131881,374092,399031,382751,341482,424515,272770,367664,400946,432152,212216,292444,133907,243980,140861,120541,112782,2836,279052,29100,372845
132149,179601,190000,291877,325310,116624,342530,128256,136602,463617,152037,256148,283586,380649,412260,6337,325652,27625,41469,2463,346648
132417,29100,48030,441668,133814,232509,384302,299222,445351,316753,161623,219512,374092,290999,382751,318333,268335,438484,444365,274798,206241
132829,247909,445351,290999,354233,299222,65273,320130,341482,133907,96924,17478,190070,216305,68000,309821,119736,291877,62275,11663,334273
132873,29100,253615,45140,68454,157705,65719,171427,231907,344071,232824,8259,315545,240470,355752,298560,354714,69533,386635,411886,237763
132885,369447,112782,65273,48030,219512,190000,339703,441852,393111,299222,303715,204494,11663,233734,360487,450455,142466,316753,231482,230890
132971,151444,445351,316753,299222,232509,29100,133907,339703,247909,12217,312728,161135,161623,253615,100282,68000,415610,315545,387373,177522
132972,9877,241555,38965,325310,412622,37115,283115,265571,252319,239006,82377,319680,250212,381941,268972,322341,269085,869,220678,303828
134074,29100,369447,400946,48030,89775,315543,137305,12217,303833,424506,69533,60980,320130,254477,448044,340578,84310,366888,345743,2455
134298,37029,29196,69533,209994,315543,162525,158666,215596,190070,291877,340375,68000,453618,16813,237952,73602,80435,272770,57788,295613
134320,5411,29100,102306,232509,133814,48030,241555,187946,9877,354233,12217,325310,38965,312728,412622,118551,37115,58638,315543,286731
134478,102306,461686,369447,241555,9877,247909,325310,38965,84160,158666,133907,412622,37115,37029,82377,283115,265571,109618,239006,243355
135115,374092,382751,272770,399031,424515,29196,212216,341482,243980,315543,292444,120541,84160,186214,367664,2836,432152,140861,453618,372845
135320,48030,316753,234255,320130,272770,339703,312728,257040,112782,12217,409804,461686,62549,304537,119736,9877,232509,389158,341482,244458
135357,354233,369447,29100,7943,133907,309778,299222,142466,316753,445351,9877,69533,241555,318333,303828,374092,215596,283115,158666,315543
135522,7943,37029,441668,234255,257040,461686,309778,29100,29196,232509,218794,369158,119736,272770,456056,171878,320130,400946,304537,62275
135799,96924,7943,441668,37029,234255,257040,461686,309778,340093,385475,29196,369158,93144,74494,29100,119736,218794,17478,314789,62275
135920,341482,445351,29100,316753,299222,122604,167337,7943,393028,422425,90240,446820,389158,213834,438484,441852,146896,140532,403,57788
136058,445351,247909,231482,299222,241555,9877,409655,318333,68000,283115,461686,111530,204494,159095,334920,388097,85579,177522,38965,412622
136179,312728,29196,290999,345279,445351,441668,46232,242905,12217,316753,369447,315543,133814,91105,409804,7943,309778,4001,449912,391484
136817,29100,48030,417927,232509,445351,339808,231482,299222,272770,204494,29196,215868,7943,314789,133907,340825,76196,374092,5470,369158
137050,369447,299222,312728,316753,445351,29100,69533,29196,232509,318333,12217,122604,422425,379390,387373,253615,215596,339703,46232,315545
137263,379390,158666,412207,101128,187991,113641,394518,407661,375955,139191,250347,88129,47863,256666,302126,181845,306086,441653,81916,220749
137287,316753,48030,312728,234255,112782,132683,409804,257040,23762,159822,29196,459475,389158,37029,62549,29757,379520,7943,185115,310944
137338,272770,400946,84160,109618,341482,453618,369158,243355,29100,301721,69974,285729,444593,374092,194791,255725,272976,247909,186256,375822
137360,369447,247909,315543,12217,320130,109618,84160,243355,291877,355994,829,393028,161623,445351,368193,259884,389158,110151,453618,377286
137398,65273,231482,455183,341482,17478,420960,393028,299222,289633,457045,119736,268883,283916,369158,204494,448453,48030,445351,11279,51969
137539,257040,367664,360487,374092,382751,399031,424515,347414,432152,309778,135900,450455,257575,212216,359844,350399,414410,452852,243980,372845
137767,133907,69533,369447,215596,158666,355994,341482,29196,394840,91105,193488,233439,358895,444365,441668,246825,400946,56782,196177,387373
137944,272770,374092,400946,84160,382751,399031,112782,424515,111530,453618,369158,292444,243980,29100,109618,432152,212216,69974,367664,120541
137947,231482,247909,445351,65273,315545,68000,204494,339703,290999,299222,190070,314789,369158,133907,5470,417927,392074,85579,184199,306590
137956,316753,29196,315545,312728,253615,409804,65273,339703,320494,46232,422425,69533,344723,22436,198209,193828,335975,341482,369447,133907
138041,84160,280375,272770,445105,16813,231243,152433,243250,391289,189381,206880,89775,316753,411373,227318,385769,97139,12765,268883,279457
138929,102306,159380,133907,65273,369447,247909,112782,316753,17419,46443,354233,441852,253615,339703,29100,299222,158666,251349,133814,22436
138949,84160,272770,37029,411373,350103,449023,89775,61273,354233,350399,180751,153625,463617,408504,120098,310514,67438,108458,103961,297513
138967,133907,219512,445351,161623,303828,309778,29100,213834,151444,438484,869,316753,367664,42002,303715,170262,315543,122604,374092,299222
139033,272770,162139,312728,46232,128745,29196,157743,429380,69974,409804,176484,546,91888,290269,261673,453618,66752,51275,100393,266521
139065,48030,316753,320130,112782,339703,257040,312728,272770,7943,234255,9877,62549,409804,241555,232509,253615,389158,12217,244458,325310
139131,461686,48030,354233,9877,272770,219512,241555,325310,400946,341482,38965,109618,316753,218794,283115,412622,37115,84160,320130,111530
139451,89775,175356,334273,280375,299222,369447,400946,379520,16813,206880,393028,318333,174538,277264,254432,309821,29863,301324,11663,259884
139767,869,303828,254418,118551,266900,58638,303715,308438,276494,432478,89044,438322,368947,432992,432925,185246,330090,231482,454422,96127
140094,272770,400946,453618,84160,341482,112782,109618,374092,29100,369158,69974,243355,247909,285729,194791,301721,255725,382751,12765,186256
140154,37029,341482,445351,122604,272770,29100,438484,7943,389158,90240,261673,365673,389814,213834,422425,446820,184903,57788,247909,320130
140158,400946,65273,30024,432478,57788,133224,407658,437804,22926,446934,228066,400859,74025,104752,136553,321257,129490,303870,211418,28144
140259,320130,441852,247909,48030,290999,339703,84160,119736,369447,244458,291877,315543,109618,116624,389158,12217,456056,366177,243355,150882
140347,175356,231482,17478,69533,309821,455183,291877,204494,389135,190070,359109,232509,355994,225279,12217,436004,243566,448044,101288,280375
140357,316753,65273,253615,231482,339703,409804,344723,455183,22436,198209,48030,325852,299038,321905,312728,62549,118914,234493,109618,393028
140388,369447,84160,37029,303833,355994,112782,445351,315543,243355,109618,441852,179601,235047,190000,247909,12217,213834,100282,290999,303828
140400,354233,29100,247909,37029,309778,384302,378637,158666,369447,133907,445351,301020,318333,18287,350629,46130,396336,347812,215704,344616
140420,37029,96924,341482,122604,354233,320130,438484,340093,231482,455183,445351,334520,49621,425951,51650,14671,57788,385475,389158,259873
140506,869,303828,303715,266900,254418,118551,58638,308438,432478,89044,276494,438322,432925,432992,368947,330090,96127,421337,125318,185246
141622,231482,461686,341482,445351,118914,455183,454818,355994,400946,369447,257040,338660,253615,306590,460188,247909,243355,181202,448044,266900
141674,231482,455183,48030,321905,328696,118914,204494,369447,422356,355994,460188,128908,456005,340960,277490,448044,395845,268335,341482,454818
141968,133907,69533,215596,247909,158666,48030,108618,170811,112782,302563,84160,7943,257040,190463,179601,279457,345279,400946,332005,394840
142002,399031,374092,424515,382751,118199,372845,367664,360487,303828,303715,292444,315543,29100,212216,243980,387318,120541,2836,257575,432152
142196,369447,37029,257040,29196,312728,231482,409804,455183,328696,48030,46232,321905,232509,456005,65273,122604,204494,422356,22436,82278
142216,272770,400946,109618,453618,84160,285729,243355,291877,247909,104663,29100,444593,82278,369158,118551,314789,15948,459475,287696,320130
142237,341482,29196,161623,257040,369447,231482,369158,119736,7943,334273,393028,456005,274798,456056,204494,62275,334401,227318,64951,314789
142294,384302,445351,369447,29100,299222,29196,158666,315543,111530,303715,233734,130815,209994,190000,259357,337327,449912,340825,127537,441852
142349,341482,290999,65273,320130,316753,384302,441668,441852,119736,253615,114177,19883,179601,328486,37029,339703,431276,444593,198209,48030
142729,5411,33030,375492,215715,459936,358234,33956,194791,37807,193409,369158,321089,89143,369310,154821,449224,70035,230985,279006,445351
142742,133907,96924,69533,215596,112782,290999,179601,257040,158666,389158,84160,65273,365673,184903,340093,247909,108618,48030,57788,221638
142839,341482,109618,29196,445351,84160,158666,384302,144540,441668,368841,243355,379390,461671,31055,191180,393028,350724,400946,354881,139814
142991,29196,445351,369447,247909,299222,341482,312728,315543,869,318333,335331,303715,46232,389814,309778,58638,438484,441668,235559,349318
143018,231482,455183,369447,321905,355994,328696,118914,204494,460188,422356,48030,128908,340960,456005,277490,257040,448044,395845,454818,268335
143171,355994,51360,158666,391156,400946,340825,369447,234255,175356,339703,22161,353334,194151,456005,5848,232824,278272,271351,161785,285608
143276,445351,316753,247909,461686,65273,341482,133907,253615,234255,339703,869,118551,213834,9877,266900,438484,303828,344723,308438,254418
144026,257040,309778,374092,367664,399031,382751,424515,369447,360487,432152,292444,243980,212216,347414,140861,2836,135900,372845,120541,257575
144241,369447,231482,387373,445351,204494,48030,321905,150882,119736,315543,455183,340960,339703,431276,456056,428648,76196,274435,23762,46156
144527,133907,65273,7943,161623,190070,231482,339703,299222,314789,445351,316753,68000,247909,22436,415610,184199,33912,272770,309821,253615
144665,290999,369447,242905,355994,231482,179601,111530,341482,234255,441852,449912,455183,170262,384302,11663,299222,460188,73852,65273,204494
144990,272770,89775,203002,84160,224355,153778,144704,115258,346673,61273,305188,55925,104479,396930,44631,304685,303517,442131,56100,302066
145291,374092,399031,424515,382751,367664,243980,212216,432152,292444,2836,140861,120541,372845,89262,279052,257575,360487,96883,347414,186214
145558,48030,65273,441668,37029,234255,219512,158666,339703,279457,299038,175356,167337,400946,98425,101288,413990,200425,289103,378045,358211
145736,441852,398967,389158,162139,350629,128745,463617,209734,240262,221638,365673,414460,184903,82557,56303,175555,232509,461091,57788,167337
145878,299222,29196,318333,48030,384302,268883,390379,369447,360487,420960,234255,29100,166100,273936,409655,303715,262477,57245,267010,289633
146426,272770,374092,29100,255725,171427,357054,400946,5470,157705,274746,302329,466319,344071,22926,304314,241555,120098,177636,159822,165259
146493,341482,161623,320130,29100,420960,291877,463617,69533,379390,243566,389158,190070,436004,116624,119736,314789,257040,17478,244458,272770
146698,133814,354233,378637,323194,158666,369447,234255,334273,133907,190070,460658,247909,231482,455183,98425,279457,390591,354676,243355,355994
146785,369447,247909,356129,384302,315543,274435,455183,69533,318333,65273,215596,350629,355994,29196,379935,231482,339703,441852,409804,279457
146817,316753,65273,374092,367664,339703,247909,243980,369447,292444,399031,253615,382751,424515,231482,445351,212216,432152,190070,140861,68000
146850,369447,299222,17478,291877,232509,175356,111530,12217,190070,271896,312728,318333,441852,124193,92271,162139,48030,384302,309821,73852
147151,345279,455183,4001,328696,315543,82278,46232,14671,279457,184199,91105,456005,272455,321905,368060,268335,316753,459475,444593,461686
147577,133907,48030,84160,109618,243355,393028,65273,455183,384302,441852,441668,320130,445351,37029,231482,299677,92361,350629,352634,138427
147586,441852,445351,7943,332629,392074,350629,449912,292444,65273,78729,242905,354585,124583,11279,215363,299222,307306,334920,355994,312728
147729,345279,158666,441852,350629,374092,4001,445105,183511,450209,89775,91105,21746,361956,138427,116624,438484,61303,449912,243355,271953
147827,374092,399031,424515,382751,367664,341482,212216,243980,120541,2836,432152,140861,372845,292444,89262,279052,96883,360487,347414,257575
148646,111530,400946,272770,84160,112782,459475,308438,320130,316753,869,432478,118551,303828,198209,261979,316472,304537,449489,266900,172004
149128,369447,316753,37029,198209,355994,122604,400946,320130,253615,290999,29100,339703,34853,387373,51354,274435,110151,448044,69533,344723
149244,161623,393028,231482,219512,384302,91105,274798,455183,355994,118914,321905,234255,460188,204494,328696,190000,331311,48030,340960,350103
149418,309778,5470,87557,359990,360487,200242,135900,236141,243697,47526,359844,197980,347414,258608,29196,37471,176106,248327,125440,115889
149579,48030,369447,441852,291877,445351,116624,228075,268883,299222,168927,232509,339703,345086,190000,340960,184331,12217,212767,283916,294807
149598,400946,133224,272770,341482,382751,57788,48030,12765,369158,315545,301721,448453,436360,120098,310514,437804,308648,422561,354881,369447
149710,190000,197642,415610,303833,51408,179991,255689,460187,368488,255145,221911,186820,385261,359504,465522,319741,108083,204689,390287,270798
150057,29100,231482,461686,420960,123175,89775,204494,369158,299222,272770,153778,372188,445351,9877,133907,165337,234255,112277,12217,46156
150114,455183,369447,48030,441668,328696,46232,65273,409804,316753,345279,243355,109618,253615,350629,456005,428257,321089,279457,26210,84160
150172,369447,341482,316753,315545,29196,422425,320494,312728,384302,445351,299222,29100,193828,409804,253615,46232,380237,69533,456792,339703
150387,219512,345279,455183,303828,29196,118551,58638,315543,4001,82278,328696,456005,133907,234255,14671,420960,268335,368060,279457,46232
150651,312728,29196,441668,341482,369447,445351,422425,290999,12217,315543,315545,421884,415610,316753,384302,389158,159822,119736,454818,204209
151035,112782,179601,316753,290999,170262,192653,73852,212917,422425,231482,334401,312728,166306,314801,62549,161623,23762,224832,85832,399592
151524,29196,48030,420960,37029,268883,65273,441668,83837,446522,449764,76196,272907,354153,66737,341482,226374,312904,152501,110799,316753
151677,445351,48030,29100,299222,279457,272770,29196,213834,247909,101718,162139,393028,448453,46232,369158,392074,372188,294482,231482,439963
151844,316753,65273,339703,253615,409804,369447,320130,344723,22436,247909,312728,198209,102306,299038,46232,325852,112782,415610,158666,78163
151846,869,303828,266900,254418,118551,303715,58638,308438,89044,432478,276494,438322,432992,368947,432925,330090,341482,185246,96127,29100
