visitorid,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20
420030,44714,199402,438241,244920,441734,259884,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030
420080,182278,49282,214654,215318,434603,185183,268048,92454,243910,459085,53887,171875,455580,256866,116493,44805,355200,165358,304685,392358
420235,256241,301926,75838,3298,258173,57865,192251,183756,117094,56191,391304,421610,139702,29879,80754,466138,431266,58729,108308,102020
420601,52653,109618,243355,375822,110151,222077,23054,232129,441981,25068,47618,56697,65645,71241,96589,97181,182839,201972,347498,287061
420733,437015,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302,354233
421466,282132,325655,209487,272152,83831,120898,299791,308573,367245,388719,23145,23657,24149,158819,217286,235427,340024,369617,408168,33362
421475,34561,43460,27352,42347,51800,52425,110034,130058,176684,191117,208646,265519,328768,345274,407584,422876,464441,466082,207496,19468
421480,49477,97432,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302
421501,67387,359543,449610,5265,203186,19121,110829,291510,235678,239058,126484,346655,214912,381264,409087,280581,418899,158765,297345,349140
421707,360201,283152,234422,219659,431107,270523,407495,199507,304095,62090,316765,162361,18447,92860,359981,9211,463668,5411,461686,187946
421751,135000,194562,199653,238445,88471,129704,197717,98484,126009,156199,200414,224223,447047,293416,438151,27340,41769,42925,48352,54144
422036,219897,368130,200529,279481,177506,59574,6540,339083,48397,267833,34565,445785,138739,28999,261583,8822,117848,458477,29180,223127
422048,456660,439312,178047,104116,69263,326148,285949,292412,342553,171416,545,54396,228136,241256,315322,438663,74952,338939,455937,346786
422289,73551,322185,95914,361443,120515,270886,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,154722,160054,186780
422432,164182,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302,354233
422584,14004,26087,98670,232511,383563,407965,22138,46076,80973,128301,132156,148954,163702,168294,209644,219553,221712,245992,291208,318269
422632,13518,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302,354233
422835,302696,248284,28434,248336,391818,403198,23754,232597,271809,175356,121659,16813,214319,355908,192479,309183,23077,20027,166922,58347
423114,46671,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,154722,160054,186780,192178,207911,209149,225137,231407
423316,316280,370885,296769,387863,148770,203205,358211,34743,462469,15943,140009,154720,183861,183974,242830,255160,257076,271407,273702,290390
423338,298837,103845,164560,170830,215070,217509,271691,289210,462230,234197,31615,40566,73173,294520,427980,34145,77563,199803,315006,318424
423520,393689,436671,125656,184769,226086,237505,367528,378849,21989,232917,14630,17614,20163,69404,92233,179353,283831,293606,295576,319138
423628,218580,395493,371283,439372,167985,180002,198503,207703,219189,277437,289938,313693,378740,428005,454877,318421,147574,38796,69281,93493
423789,17352,262881,348615,20388,41084,234871,318059,9466,35616,51822,114804,166066,177114,189221,251134,317571,346876,352380,368777,408589
423873,236381,165358,455580,243910,263596,32919,434603,434091,92454,207379,3548,9710,23907,29340,32614,47306,55148,56519,65274,78627
424358,390711,265571,37115,38965,241555,325310,412622,9877,239006,82173,380738,82377,252319,268972,381186,447756,308263,283115,255419,180858
424389,120182,158076,429686,251058,137853,23458,105661,34744,140466,395589,180142,420056,209225,353347,130815,331159,250901,412041,316243,91755
424440,326819,409507,292102,201829,290723,433826,434571,312670,306932,77118,7914,215691,229084,282879,333330,334964,335088,335205,466454,67481
424698,99594,26515,338537,351830,235664,27845,204273,359858,184026,259401,380136,92221,66557,161681,218011,376845,367614,461350,388137,14954
424797,315543,117984,203002,156571,437371,85650,152240,154553,449435,273299,442725,146613,25762,129672,94437,274746,88977,182523,232725,340380
424848,80435,73269,211881,340375,72151,315110,427998,16968,75285,55900,337327,227318,231126,73602,29503,439956,116022,203462,244405,411575
424868,146060,65115,231598,387259,335748,354745,118856,68454,77302,412081,215977,244896,132726,302363,396478,419690,437298,154011,145077,195457
425046,252347,45286,233389,27027,157480,447234,110797,324079,60908,365095,111572,364887,336393,47948,228068,5411,461686,187946,309778,370653
425294,157605,359251,248780,133250,224166,329110,383752,396735,455898,212042,274798,291163,115426,192333,16307,32191,72459,102256,140336,159156
425394,237489,381719,447659,365411,384870,216888,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030
425671,184217,102327,337446,425186,44468,243222,45377,122773,311749,423148,34258,346077,466239,113754,64852,281083,49924,437382,101196,439650
426309,405454,13925,337698,357839,142610,451334,10259,38715,48722,52682,70379,93229,112962,118998,125420,126709,138589,173276,191285,199336
426575,365037,426129,250153,204955,234260,33388,6946,10413,88642,91291,112099,210507,211873,230967,271145,291187,321110,346216,384585,441169
426579,350141,5458,133250,224166,230287,329110,383752,396735,455898,293327,16307,32191,72459,102256,140336,159156,198154,363054,398178,454265
426843,418894,276969,241602,346604,382015,186114,52410,104046,137835,163779,338308,383802,417418,168563,65580,146909,320096,111028,19976,466385
427047,191585,243733,402,3347,12343,13376,13453,16645,17781,17946,20603,25218,27733,28351,29894,31864,36452,38015,38616,39181
427109,82707,24297,13783,314310,52810,5471,6133,11475,13393,14866,15230,21095,21335,25274,25281,27922,30627,32330,34944,34962
427285,203358,186020,404999,59211,261582,371479,150997,249893,319628,401807,188809,117170,123669,396322,116119,2006,10404,196279,236579,34897
427504,394660,197968,135661,14868,187226,442686,268872,218664,213155,93354,12752,47618,96589,97181,140360,225706,254748,324704,343842,378561
427651,138423,51378,341613,49918,23990,24595,30436,68447,81175,155733,192120,221792,268487,333167,339569,341534,361192,386763,387024,389632
427757,150211,297613,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302
427876,188466,124090,367927,52930,325096,27053,391734,17509,49667,2317,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943
427918,389886,283284,207832,158957,409793,66977,246090,88446,403564,461614,136576,175246,296795,380440,105956,10935,14656,62077,63338,86297
428868,106741,377863,444575,182523,162652,312445,374271,408043,545,367690,384603,273299,382191,161371,383416,455937,325765,154553,374896,420162
428951,239255,446820,103953,160275,304286,67626,231461,422491,460490,226374,329756,90240,259414,410309,56323,331331,349388,385899,424701,318297
429035,136958,394297,415056,376953,180571,230883,302098,43743,9817,223582,51360,241149,170550,442131,170262,242905,56100,288340,65000,211299
429125,211080,338410,362400,185815,257622,152,6256,9293,9904,13788,18514,30794,31890,35606,43140,60513,63376,65102,66038,83521
429426,77972,258676,392261,148611,372456,335667,301113,425662,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447
429525,228525,292661,51289,146705,167610,183001,191407,240187,266150,295197,328859,349837,392698,394433,398433,459325,27164,149024,195896,245696
429628,38389,254894,26993,307458,317484,417830,11349,174946,350225,389411,268427,231510,406711,94133,133190,332819,39475,127861,28098,222020
429698,38180,38631,17561,35087,74152,106352,137483,144363,171356,176457,203458,222049,226891,272544,280223,289027,309849,319807,320441,341047
429719,128108,412945,313402,192875,12937,103934,42669,411988,366732,193877,87353,113871,147431,284363,346701,418237,415800,454926,133961,154209
429735,869,303715,58638,454422,233388,398905,303828,381567,432478,89044,432925,432992,185246,261979,118551,254418,133647,330090,125318,26780
429821,418609,97565,246818,19677,55049,175058,183358,214371,283919,375888,128239,12404,10935,14656,23990,24595,28501,30436,46023,50180
430100,112782,441668,103900,422671,372394,455319,203462,159542,362528,455240,2980,211377,232725,408043,545,34169,43322,347530,356339,359306
430343,288846,425593,10935,14656,20878,53452,62077,63338,86297,89821,93595,98990,108765,112794,118221,121304,125706,138414,151282,152376
430626,316508,331194,233145,443981,164448,54745,300730,368127,323547,355381,377974,234465,247368,377347,53061,162650,201609,341933,393577,25677
430834,326486,191899,64788,146303,49258,70069,218614,432664,154954,43919,177603,204004,307279,374599,440953,446265,459332,409923,329857,48858
430945,387229,54315,317444,353499,441579,44828,87562,438701,210786,143125,47611,160725,27625,158514,240535,11849,253156,168466,233200,2433
431083,441315,135323,29486,29269,62681,72038,124462,243540,298386,453092,454526,87760,320014,3262,6498,8137,89647,102269,109061,234343
431324,116743,247913,113668,374303,318076,58201,216782,159543,302035,284526,243499,243909,71842,329531,276675,169968,229009,332918,356320,454737
431499,414419,207344,1669,6992,8224,18316,26833,29878,34852,55652,60056,67107,70100,71560,82904,85339,89037,97199,110671,133469
431505,144672,400882,284429,100319,430896,459576,416813,358957,148354,350079,452467,6792,129973,244076,292322,16197,102324,156148,242213,14524
431636,121617,204801,422101,435287,465247,321515,363803,131348,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447
431806,330307,358485,352013,145819,395855,189,1049,6258,10804,11891,18721,23215,26866,29348,30681,39140,44055,46532,51299,51492
431834,235664,273213,49496,144865,250484,316239,82776,110655,162549,299856,246391,264502,265123,270193,285637,370508,50394,101740,399361,26515
431835,121835,374554,90784,6946,15980,27483,35439,88642,112099,125421,183997,210507,242297,271145,274847,294215,305132,321110,339771,342026
431961,431819,400663,683,204823,18268,48608,419697,111020,6518,29196,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943
432037,259189,58059,342530,191545,6133,11475,13393,14866,15230,21095,21335,25274,25281,27922,30627,32330,34944,34962,40322,42613
432236,84018,439319,206354,265741,87910,39734,179185,230571,328546,375752,315763,32485,374706,23001,75857,99013,99242,105644,114590,125011
432652,285007,323123,288629,183686,414240,350005,255528,289445,358393,299320,273735,166266,198204,330519,179841,38929,119862,32412,361109,5411
432932,277459,157645,75673,130212,119293,149776,223832,223965,183215,97450,111767,67177,130356,403215,5411,461686,187946,309778,370653,257040
433146,45169,428438,254053,35616,147666,259866,164177,199379,366878,452548,465035,348615,255635,256711,98414,371085,207377,219281,104574,398572
433212,117713,318879,126735,116150,104404,326129,424294,65808,361188,295942,197005,352788,299751,56323,5411,461686,187946,309778,370653,257040
433241,112053,439284,122995,67391,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255
433432,109814,439631,233298,332079,313561,89076,172390,280529,302171,331780,173588,466747,176844,192668,352098,415829,312904,135004,329974,222465
433522,434964,380644,415564,78943,286359,369284,137828,169822,60425,194151,98341,435306,22161,215024,420162,333191,288094,97565,180288,277390
433583,39249,58421,403615,145564,220004,115723,251646,239065,379652,284156,300906,209887,189313,64657,231482,373128,418277,103776,105018,306590
433671,45895,308903,110107,246627,11195,37902,37987,57990,66180,70964,92290,101592,135210,150953,153586,174179,203065,221485,232642,277890
433996,283115,181675,265571,241555,38965,37115,325310,250212,381941,412622,9877,82377,252319,380703,268972,239006,319680,322341,44826,269085
434085,15948,115084,163385,376588,438203,36210,16027,16885,20282,34891,41307,41512,65928,80524,93296,96963,104301,126848,155028,168955
434207,20648,221345,377973,442114,289490,417210,197594,239883,393412,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512
434317,98670,232511,407965,56651,137489,327048,304610,458711,290392,442243,164015,216768,98652,383257,144979,450248,237255,26087,442423,167238
434417,133224,163973,144705,159780,127995,338415,545,456276,3962,455937,175972,236302,337286,423278,6946,10259,20463,27340,38715,42925
434421,402571,434591,100638,186756,65455,165348,341018,348668,443626,334705,28121,346749,21728,239290,139085,304113,311694,173952,55124,387891
434704,24795,161703,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,154722,160054,186780,192178,209149,225137,231407
434943,175605,157217,10628,20463,27340,35316,42925,43081,43593,48352,55820,61712,103272,125968,132726,134802,139734,141384,184202,189387
435041,337551,217061,461309,269286,68672,10628,35316,43081,43593,103272,125968,134802,184202,189387,191235,227993,230475,266344,285037,306363
435144,318795,40970,110983,389358,21547,26700,37972,46023,51987,71670,82010,83831,88501,94098,98587,101883,110653,111070,116588,120898
435335,110207,332980,445821,374908,104730,287696,409323,279764,37946,416901,58822,62697,422346,166683,21573,193488,265326,192288,24807,29923
435400,20886,119540,140360,225706,324704,343842,378561,451800,19476,78862,144365,222417,285563,287184,293865,306948,311433,428000,429115,440662
435649,156236,195727,236454,170400,388003,184208,308176,62330,365944,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512
435899,349839,356029,223076,208135,311899,416291,101948,377882,90759,170579,199273,13998,31950,114516,160671,188879,338403,383910,452707,162501
435955,400873,358306,396750,678,1761,23990,24595,30436,32431,46023,68447,81175,85742,101883,125656,137767,143459,153432,155733,184769
435999,269953,286924,1035,13046,277974,338715,82517,311750,19476,29950,78862,144365,222417,285563,287184,293865,306948,311433,369952,425913
436617,224164,232426,147369,36315,373648,30768,28633,423915,308508,402641,75949,278828,335356,7215,36975,324892,80352,130149,437068,107649
436702,161156,347868,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302
436742,35986,412974,98021,161463,3608,19480,40401,45025,49074,56309,59051,83689,101327,104666,113194,146530,159349,170904,194471,202217
436774,143860,62613,29162,216930,185238,306041,120050,139296,417753,171226,5813,147294,274914,409804,17741,394007,371204,215540,319503,437465
436800,117677,19883,23660,325852,378039,147807,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,154722,160054,186780
436820,206809,339305,444899,165280,139332,186765,19476,78862,144365,222417,285563,287184,293865,306948,311433,428000,429115,440662,465017,36906
436955,175277,153133,44922,165287,109355,464193,31067,375196,128043,297811,440066,448507,250383,401400,208270,414196,284000,10259,38715,93229
437144,154290,365313,84088,12765,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255
437168,107983,121405,276314,136768,301147,22558,188600,403332,300906,17258,12185,46023,48689,49765,52965,56881,77258,101883,126251,137767
437263,161464,332650,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302
437452,19273,294295,352781,226406,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255
437587,239413,352950,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302
437888,44959,285942,285202,29196,138,15957,44690,46152,163279,216809,273967,274252,318292,436295,438914,107032,161748,243037,11664,147493
437930,259445,316255,354982,1496,2166,2991,3058,3701,4388,4547,4682,5484,5590,5611,7111,7876,8519,10370,10399,10941
439329,186075,325168,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302
439384,447661,374245,350434,362457,264604,299817,232568,287526,393134,226341,298512,36497,59010,239442,341685,182033,362528,368312,422547,252305
439667,141240,400946,274834,463652,107330,182365,185503,296371,334082,392721,399303,400665,457641,457928,4067,286044,13513,32432,41881,144054
439705,321577,240753,329986,12315,311831,31875,46023,47214,101883,137767,153432,169901,210187,211763,297929,305089,322332,338363,339906,359714
439965,42002,395645,430292,212743,359177,433330,425920,24957,322018,179799,100445,369373,441415,110387,138013,244405,185115,338395,382958,462394
440024,1166,293235,78327,177690,83582,287168,94136,272392,30551,432499,397588,59005,360420,5411,461686,187946,309778,370653,257040,298009
440106,80951,337774,268972,147023,235875,283399,374978,414048,265571,37115,82377,252319,100114,425520,241555,322341,23634,283115,38965,181213
440141,112782,422671,159542,441668,103900,455240,358064,203915,433667,86282,376283,463663,201389,26145,324824,3621,4422,9934,10413,10935
440152,370325,424959,324290,55876,99369,233315,244225,261412,451108,21019,54336,64225,182458,282869,341074,407984,236302,415976,75507,77610
440439,141240,400946,4067,286044,164342,165161,155574,6946,23990,24595,30006,30436,262676,247339,243310,22558,68447,81175,88642,112099
440689,344071,243169,207098,216687,174878,357583,226192,89945,347247,152240,97565,224405,367230,329974,381265,325256,75458,314765,10716,199989
440871,44795,143596,181961,180781,320710,439352,28833,51906,98512,142966,151119,315380,351578,435470,335351,268336,7704,10427,28672,103203
440902,264917,303237,145077,195457,288140,370921,9838,36093,128721,61038,108340,231461,422491,309417,314642,117629,349388,424701,428103,202907
441086,136636,387880,95271,284400,435931,442328,38151,253440,160941,208265,446610,28352,111532,125517,233254,418551,35338,429527,356654,441330
441174,143464,249933,129721,170267,198713,399632,164380,93001,304757,105009,171201,107169,120385,167392,201829,235658,327018,388457,433826,19476
441255,392844,119062,373752,268020,407286,347974,223057,96069,89937,140685,362930,113555,195012,2543,23990,24595,30436,68447,81175,155733
441738,19438,244563,97109,367490,5945,216516,193752,251657,298904,352539,364007,83336,31788,349766,387019,19633,60236,156863,161847,196144
442584,73019,103916,167337,405493,21989,395522,19476,78862,144365,222417,285563,287184,293865,306948,311433,428000,429115,440662,465017,3621
442593,350756,266900,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,154722,160054,186780,192178,209149,225137,231407
442771,128172,66752,115631,402,3347,12343,13376,13453,16645,17781,17946,20603,25218,27733,28351,29894,31864,36452,38015,38616
442884,90423,75173,43646,224949,334251,443012,451984,334947,110658,122798,175004,206173,344368,97725,211960,373711,155930,272526,283944,35286
442990,207339,452931,219260,258148,183358,375888,23990,24595,30436,68447,77143,81175,96512,133250,149452,152240,155733,192120,221792,224166
443118,347244,446409,183933,256820,287549,205606,439070,133974,362385,464087,367214,427492,206664,35396,92222,138878,163802,207601,237396,238829
443129,70678,89510,444717,289633,21667,158229,349776,365219,390672,445723,54001,294760,320972,71167,205239,256777,408474,163980,386917,48579
443232,337329,178837,264338,184391,155571,350440,286436,388276,41824,191227,383680,172497,167985,180002,198503,58501,402,3347,12343,13376
443281,7777,190000,199551,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,154722,160054,186780,192178,209149,225137
443336,317956,382932,378676,357054,71741,418420,81476,232725,12752,58120,55925,178274,429463,13569,41191,49126,60999,61508,71816,91592
443361,137782,318249,144661,399221,166912,280142,440961,60633,155123,248169,292339,404010,410679,49496,144865,250484,305119,316239,306242,445678
443488,123176,418606,10935,14656,62077,63338,86297,89821,93595,98990,108765,130226,38813,15337,210662,268158,75597,62165,119960,265521
443599,76426,92499,391017,294073,226450,235720,545,211749,296303,163287,357844,455937,236302,337286,10935,14656,19208,26716,27340,37805
443823,388897,26169,353143,70370,75810,406042,36229,389680,419168,40593,146610,435811,169570,376545,229115,280992,406388,36026,51098,21547
444197,393337,290005,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302
444979,459848,189022,37577,331620,454784,257898,339939,274798,359251,357474,302311,115426,126555,10628,35316,43081,43593,58689,103272,125968
445072,453711,271052,367434,383564,398362,94179,119438,124067,147083,150975,196871,229955,246392,260489,289353,330107,331412,334492,339615,354485
445175,409804,322501,46232,315911,312728,282692,303349,14520,86282,222196,90447,317691,89323,439963,425920,180288,347530,109701,90715,148090
445467,199363,441557,416325,388038,313193,325006,84066,120313,391383,360994,296023,152153,57723,301789,269321,349546,170698,89218,277946,18457
445483,334982,276433,312336,118971,123756,19476,78862,144365,222417,285563,287184,293865,306948,311433,428000,429115,440662,465017,33645,51186
445891,60041,423851,310514,278580,160541,46465,277722,58719,144507,284626,332257,100698,132746,305195,144205,431001,8460,152554,348897,388251
445959,301430,315818,296652,311133,293860,394003,177370,177314,251417,160473,291901,463966,23990,24595,30436,68447,81175,155733,192120,221792
446016,212438,390579,46045,270920,220482,423039,1049,30681,37129,44055,70635,80313,99484,140168,148651,159965,164846,165416,186817,219502
446083,379493,150773,1267,359177,6133,11475,13393,14866,15230,19476,21095,21335,25274,25281,27646,27922,30627,32330,34944,34962
446117,398040,16097,36829,264086,427132,224077,190420,258425,109208,40761,24027,125405,222002,329753,372288,372649,385631,394797,394886,436163
446133,31089,110283,448428,4115,44297,71398,96075,151974,275333,279741,287975,319080,330322,402827,421471,427736,44396,104937,123861,150645
446252,172282,428679,314019,362528,421299,42328,352559,3608,10935,14656,19480,40401,45025,49074,51822,56309,59051,62077,63338,83689
446336,176416,304831,241892,117103,94610,420459,349852,46023,101883,137767,153432,322332,359714,28612,441782,137582,188752,328087,45007,222972
446348,258790,410063,377449,246683,431866,386126,426220,387549,49608,439272,71599,272824,21547,37972,71670,82010,88501,110653,111070,147344
446867,1891,197108,421993,153135,113163,322717,111637,139123,321401,336172,302066,304774,10628,23990,24595,30436,35316,43081,43593,44318
447013,131731,331575,262797,6917,446420,373857,206305,14930,78562,80758,83439,116261,215997,242599,253252,30479,329169,395121,439172,446441
447076,227092,452341,260957,61273,235224,348352,296862,344862,315611,225257,260384,61240,4377,256270,277275,277452,465367,174284,64002,466385
447361,360877,465495,200678,156280,58207,390734,179362,372005,5138,148865,242988,278869,326232,362528,422039,149580,55264,222196,414122,294640
447384,51764,146896,213021,293139,396318,312959,446820,90240,26228,389158,128721,538,1874,3710,5024,11227,12320,17817,18274,22128
447407,141057,202544,258467,117004,51395,401156,435983,145886,317945,205284,54084,230860,464361,180514,320409,25012,248561,83155,87401,90941
447458,456602,43322,169344,41191,71816,91592,101890,133250,133825,139340,140360,150976,204844,224166,225706,226895,228675,255575,255840,276143
447459,238433,464821,147632,433441,291831,27024,92885,156010,188636,344581,396447,251248,349431,365569,455115,378754,445559,210239,458458,195093
447675,352799,2416,61303,116578,359439,27340,42925,48352,55820,61712,80023,104723,165511,254020,267547,457213,290813,40195,93029,102896
447891,230842,385857,100944,270081,237763,19476,23990,24595,30436,33345,59231,68447,78862,81175,144365,149271,155733,165614,192120,221792
447967,231243,260616,379520,160793,383869,318282,323057,25097,53141,69213,159510,159994,179185,230571,328546,375752,413680,425796,454971,254432
448185,176995,163376,4699,35923,63891,280880,285949,292412,342553,402966,134790,177543,26530,54396,66429,69404,228136,241256,315322,321394
448251,249051,224473,352934,464296,167933,437249,38887,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530
448826,171396,223171,334635,73909,216320,31257,21300,21600,166778,183050,453577,343628,438926,412676,7747,380371,37378,145521,385371,124187
448930,423470,405380,410100,9929,348148,956,5922,10413,20866,27350,33406,40408,48443,53727,56023,67393,69955,91291,116376,123331
449250,235047,95683,111043,52928,187649,236302,314019,65140,114676,5677,86282,222196,235720,203444,545,211749,296303,347530,372394,163287
449312,286177,64813,400710,434571,67979,250293,414458,7914,282879,333330,335088,102305,133243,349688,5410,30857,34809,51448,252661,336172
449577,381613,245276,426884,269797,64843,446645,22668,338817,338939,104116,425943,377960,418286,460490,46240,102903,545,307117,15786,372756
449683,260952,457247,288422,139516,148596,349205,162662,3386,200691,246541,156004,150874,176397,323137,447347,392367,36291,410466,390553,303389
449853,174815,44795,303715,303828,203462,320710,181961,439352,28833,51906,98512,142966,143596,151119,315380,351578,435470,180781,363831,261979
450392,207098,258621,6134,46023,101883,137767,153432,322332,359714,373066,85929,90631,110387,111473,131364,154705,160009,176151,32108,36799
450578,403757,383285,34943,121584,48930,165911,451806,229926,13685,127633,196643,227057,435834,311992,139271,279046,342599,285704,85398,257165
450644,91522,200759,364240,134898,23601,430868,149227,72191,409911,423956,37523,442764,144266,331279,145376,244001,463855,84631,19249,211880
450732,105673,87658,139394,402510,368314,82580,395796,110310,256668,330559,375458,213277,167817,177010,265223,364427,422200,424701,24136,56215
450856,179159,101526,87063,138,15957,44690,46152,163279,216809,273967,274252,318292,436295,438914,151637,11664,147493,298549,307283,335020
451136,409951,97062,84621,366421,461686,218794,171878,459628,32581,3608,19476,19480,40401,45025,49074,56309,58162,59051,78862,83689
451487,337856,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302,354233
451637,79831,63824,401941,358399,16291,306629,317221,440079,105693,292753,296566,315486,434056,70324,245270,437060,422537,215687,399878,18062
451662,327532,353241,25945,419034,94676,205441,134815,428326,102825,245183,31823,373471,3203,11711,373114,416478,203977,73395,114865,350287
451863,132700,381112,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302
452083,346137,7602,6946,10935,14656,51730,62077,63338,86297,88642,89821,93595,98990,108765,112099,121304,151282,154722,160054,186780
452115,399620,267024,263337,299923,59020,93541,131003,148360,35875,206990,244289,435672,68793,41108,164143,364189,340859,13961,316036,1049
452149,51360,242905,170262,290999,234255,442131,326449,378003,179601,11663,355994,154553,449912,357844,236302,441953,396750,180288,399592,86282
452284,258444,463341,59105,164728,207999,2331,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030
452428,428891,73038,393115,111473,224405,367230,224079,30877,5070,199989,358984,129762,131727,168360,180010,230493,338848,301814,367998,40970
452510,403959,410967,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302
453108,445840,428065,141103,572,427575,422692,41081,139692,280043,11667,24383,52419,66895,78167,151496,153488,215805,259048,279629,287716
453331,73686,151350,14991,358970,219515,45148,1220,124348,198665,5492,69916,71343,83536,100572,119054,128096,152502,167772,272722,277505
453404,110211,334433,365714,25874,127900,35731,125379,464253,156354,337744,66022,113935,31506,274501,414654,5411,461686,187946,309778,370653
453573,211850,381599,255355,207971,81753,14086,58252,189665,233789,236946,241261,286870,314992,355299,358073,362479,380211,389687,401076,412137
454044,147559,20731,101698,70566,138492,453618,5030,6333,10647,15943,24201,45495,89783,112721,124424,127222,140009,149162,154720,181217
454542,33464,280817,302847,384608,94757,9763,217412,10945,80053,273492,56223,190806,325135,109213,446271,125660,399709,31901,126572,209154
454973,31588,249503,95264,242542,119842,46839,395222,287336,159735,99432,422692,96954,449923,327673,86031,98103,6237,416012,14594,34093
454985,25423,268736,96854,302639,85732,152,6256,9293,9904,13788,18514,30794,31890,35606,43140,60513,63376,65102,66038,83521
455028,71048,242092,36299,209615,36127,92431,102035,232188,415219,466444,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943
455403,32843,151950,351908,455816,19730,386813,1049,3608,19480,21960,30681,40401,44055,45025,49074,56309,59051,70635,80313,83689
455557,37202,39891,371021,393987,332911,117886,315140,330175,329045,147509,196659,213695,331236,449701,334401,440677,85914,150547,10628,35316
455820,115584,140879,150430,231499,255482,16885,253948,298336,449540,403445,33444,230807,6247,9989,35554,76854,120009,308634,6079,398773
456237,83858,446166,455330,454653,335641,89675,7943,5411,461686,187946,309778,370653,257040,298009,335975,96924,219512,369447,111530,48030
456287,47836,76259,376271,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029
456400,290419,451256,355978,61390,253088,364488,36497,194729,264604,266464,299817,336113,393134,447661,362457,10935,14656,62077,63338,86297
456671,145926,306110,353419,20701,70044,104711,119024,123987,253522,278555,239555,374063,44437,48964,49700,57462,112342,140801,192673,221673
456965,308171,257148,371590,286376,111600,121722,358032,98845,3405,34858,10628,35316,43081,43593,103272,125968,134802,184202,189387,191235
457116,152096,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302,354233
457180,151716,450641,104530,126845,241463,301748,353517,392783,400020,460498,303776,169034,108308,108363,162721,184000,195462,207652,232171,233939
457225,380303,279332,363210,304474,97565,408043,19677,55049,175058,214371,283919,50180,379534,45840,182523,44539,180288,341179,143622,350764
457429,378045,118894,234260,70116,348157,380053,426129,250153,278308,10413,19476,78862,91291,144365,222417,230967,285563,287184,291187,293865
457588,453578,38832,100908,222606,444891,358990,240407,79585,235460,209849,21730,131814,37828,63564,79286,96351,102530,167052,27989,201282
457618,277328,430064,447710,1049,9672,30681,44055,70635,80313,92790,99112,99484,102663,128413,140168,148651,157077,159965,164846,165416
457723,321619,408593,67308,381508,408805,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668
