visitorid,recommendation_timestamp,target_itemid,target_event,target_previously_seen,target_cold_at_T,target_rank,history_interaction_count,history_bucket,hit_rate_at_5,recall_at_5,ndcg_at_5,mrr_at_5,precision_at_5,hit_rate_at_10,recall_at_10,ndcg_at_10,mrr_at_10,precision_at_10,hit_rate_at_20,recall_at_20,ndcg_at_20,mrr_at_20,precision_at_20
424495,2015-09-01 03:00:00+00:00,328692,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424868,2015-09-01 03:00:00+00:00,59763,view,False,True,,14,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424913,2015-09-01 03:00:00+00:00,303715,view,True,False,1,7,4-9,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
425353,2015-09-01 03:00:00+00:00,84731,view,True,False,4,6,4-9,1.0,1.0,0.43067655807339306,0.25,0.2,1.0,1.0,0.43067655807339306,0.25,0.1,1.0,1.0,0.43067655807339306,0.25,0.05
425394,2015-09-01 03:00:00+00:00,404906,view,False,False,,5,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425581,2015-09-01 03:00:00+00:00,328928,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425618,2015-09-01 03:00:00+00:00,248023,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425631,2015-09-01 03:00:00+00:00,322508,view,True,False,,177,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425657,2015-09-01 03:00:00+00:00,14530,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425804,2015-09-01 03:00:00+00:00,195823,view,False,False,,5,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426015,2015-09-01 03:00:00+00:00,457119,view,True,False,2,5,4-9,1.0,1.0,0.6309297535714575,0.5,0.2,1.0,1.0,0.6309297535714575,0.5,0.1,1.0,1.0,0.6309297535714575,0.5,0.05
426078,2015-09-01 03:00:00+00:00,23256,view,True,False,1,2,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
426184,2015-09-01 03:00:00+00:00,165758,view,False,False,17,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.23981246656813146,0.058823529411764705,0.05
426309,2015-09-01 03:00:00+00:00,381505,view,False,False,,6,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426314,2015-09-01 03:00:00+00:00,286220,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426652,2015-09-01 03:00:00+00:00,310944,view,True,False,1,4,4-9,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
426718,2015-09-01 03:00:00+00:00,434385,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426794,2015-09-01 03:00:00+00:00,188051,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427047,2015-09-01 03:00:00+00:00,267582,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427132,2015-09-01 03:00:00+00:00,418256,view,True,False,1,3,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
427150,2015-09-01 03:00:00+00:00,397311,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427285,2015-09-01 03:00:00+00:00,307888,view,False,False,,8,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427504,2015-09-01 03:00:00+00:00,375693,view,True,False,9,50,10+,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3010299956639812,0.1111111111111111,0.1,1.0,1.0,0.3010299956639812,0.1111111111111111,0.05
427682,2015-09-01 03:00:00+00:00,342935,view,False,False,,7,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428220,2015-09-01 03:00:00+00:00,217137,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428297,2015-09-01 03:00:00+00:00,188418,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428395,2015-09-01 03:00:00+00:00,280136,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428786,2015-09-01 03:00:00+00:00,347076,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428868,2015-09-01 03:00:00+00:00,224231,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428951,2015-09-01 03:00:00+00:00,325492,view,False,True,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429030,2015-09-01 03:00:00+00:00,426620,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429438,2015-09-01 03:00:00+00:00,64951,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429487,2015-09-01 03:00:00+00:00,176162,view,True,False,1,2,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
429617,2015-09-01 03:00:00+00:00,348296,view,False,True,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429698,2015-09-01 03:00:00+00:00,376905,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429965,2015-09-01 03:00:00+00:00,436217,view,True,False,6,10,10+,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3562071871080222,0.16666666666666666,0.1,1.0,1.0,0.3562071871080222,0.16666666666666666,0.05
430041,2015-09-01 03:00:00+00:00,326965,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430218,2015-09-01 03:00:00+00:00,155000,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430319,2015-09-01 03:00:00+00:00,373600,view,False,False,,10,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430452,2015-09-01 03:00:00+00:00,356320,view,False,False,,8,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430631,2015-09-01 03:00:00+00:00,74890,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430834,2015-09-01 03:00:00+00:00,49258,view,True,False,5,8,4-9,1.0,1.0,0.38685280723454163,0.2,0.2,1.0,1.0,0.38685280723454163,0.2,0.1,1.0,1.0,0.38685280723454163,0.2,0.05
430913,2015-09-01 03:00:00+00:00,455183,addtocart,False,False,,24,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431014,2015-09-01 03:00:00+00:00,384,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431368,2015-09-01 03:00:00+00:00,320130,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431391,2015-09-01 03:00:00+00:00,79684,view,True,False,1,2,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
431613,2015-09-01 03:00:00+00:00,165030,view,True,False,1,3,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
431664,2015-09-01 03:00:00+00:00,412933,view,True,False,1,2,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
431755,2015-09-01 03:00:00+00:00,273890,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431770,2015-09-01 03:00:00+00:00,313461,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431790,2015-09-01 03:00:00+00:00,336441,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432128,2015-09-01 03:00:00+00:00,190304,view,False,False,,6,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432744,2015-09-01 03:00:00+00:00,28636,view,False,True,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432759,2015-09-01 03:00:00+00:00,317560,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433042,2015-09-01 03:00:00+00:00,343241,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433146,2015-09-01 03:00:00+00:00,382537,view,False,True,,6,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433212,2015-09-01 03:00:00+00:00,325761,view,False,False,,5,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433547,2015-09-01 03:00:00+00:00,450082,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433579,2015-09-01 03:00:00+00:00,20981,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433769,2015-09-01 03:00:00+00:00,447877,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434223,2015-09-01 03:00:00+00:00,105528,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434733,2015-09-01 03:00:00+00:00,213785,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434921,2015-09-01 03:00:00+00:00,293775,view,False,False,,7,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435091,2015-09-01 03:00:00+00:00,91562,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435355,2015-09-01 03:00:00+00:00,146676,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435571,2015-09-01 03:00:00+00:00,64619,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435596,2015-09-01 03:00:00+00:00,279332,view,True,False,1,3,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
435649,2015-09-01 03:00:00+00:00,188062,view,False,False,,9,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436162,2015-09-01 03:00:00+00:00,116426,view,False,False,,5,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436194,2015-09-01 03:00:00+00:00,125677,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436238,2015-09-01 03:00:00+00:00,272554,view,False,True,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436610,2015-09-01 03:00:00+00:00,47685,view,False,False,,8,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436672,2015-09-01 03:00:00+00:00,388654,view,True,False,1,3,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
436742,2015-09-01 03:00:00+00:00,252262,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436774,2015-09-01 03:00:00+00:00,417753,view,True,False,12,25,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.27023815442731974,0.08333333333333333,0.05
436783,2015-09-01 03:00:00+00:00,230874,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437108,2015-09-01 03:00:00+00:00,156356,view,False,True,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437178,2015-09-01 03:00:00+00:00,387067,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437182,2015-09-01 03:00:00+00:00,430095,view,True,False,1,2,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
437215,2015-09-01 03:00:00+00:00,301044,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437432,2015-09-01 03:00:00+00:00,190203,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437647,2015-09-01 03:00:00+00:00,176239,view,True,False,1,2,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
437878,2015-09-01 03:00:00+00:00,445684,view,False,False,,8,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437888,2015-09-01 03:00:00+00:00,234463,view,False,False,,10,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437965,2015-09-01 03:00:00+00:00,27719,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438649,2015-09-01 03:00:00+00:00,373810,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438756,2015-09-01 03:00:00+00:00,146096,view,True,False,2,16,10+,1.0,1.0,0.6309297535714575,0.5,0.2,1.0,1.0,0.6309297535714575,0.5,0.1,1.0,1.0,0.6309297535714575,0.5,0.05
438945,2015-09-01 03:00:00+00:00,235741,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439239,2015-09-01 03:00:00+00:00,450329,view,False,True,,10,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439495,2015-09-01 03:00:00+00:00,419515,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439585,2015-09-01 03:00:00+00:00,308725,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439705,2015-09-01 03:00:00+00:00,210693,view,False,False,,5,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439812,2015-09-01 03:00:00+00:00,340825,view,False,False,4,2,2-3,1.0,1.0,0.43067655807339306,0.25,0.2,1.0,1.0,0.43067655807339306,0.25,0.1,1.0,1.0,0.43067655807339306,0.25,0.05
439867,2015-09-01 03:00:00+00:00,336708,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440136,2015-09-01 03:00:00+00:00,234657,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440582,2015-09-01 03:00:00+00:00,418388,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440689,2015-09-01 03:00:00+00:00,403789,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440749,2015-09-01 03:00:00+00:00,351044,view,True,False,1,2,2-3,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
440780,2015-09-01 03:00:00+00:00,358372,view,False,True,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440979,2015-09-01 03:00:00+00:00,269375,view,True,False,4,7,4-9,1.0,1.0,0.43067655807339306,0.25,0.2,1.0,1.0,0.43067655807339306,0.25,0.1,1.0,1.0,0.43067655807339306,0.25,0.05
441024,2015-09-01 03:00:00+00:00,46232,addtocart,False,False,,18,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441329,2015-09-01 03:00:00+00:00,302964,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441375,2015-09-01 03:00:00+00:00,121835,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441738,2015-09-01 03:00:00+00:00,393055,view,False,False,,11,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442131,2015-09-01 03:00:00+00:00,94230,view,False,False,,6,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442149,2015-09-01 03:00:00+00:00,96149,view,True,False,1,6,4-9,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
442534,2015-09-01 03:00:00+00:00,373316,view,True,False,1,4,4-9,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
442584,2015-09-01 03:00:00+00:00,267196,view,False,False,,5,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442692,2015-09-01 03:00:00+00:00,344091,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442786,2015-09-01 03:00:00+00:00,267196,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442884,2015-09-01 03:00:00+00:00,218794,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443807,2015-09-01 03:00:00+00:00,129452,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443836,2015-09-01 03:00:00+00:00,13101,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443894,2015-09-01 03:00:00+00:00,98928,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444041,2015-09-01 03:00:00+00:00,451841,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444059,2015-09-01 03:00:00+00:00,341041,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444341,2015-09-01 03:00:00+00:00,315791,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444491,2015-09-01 03:00:00+00:00,335975,view,False,False,13,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.26264953503719357,0.07692307692307693,0.05
444586,2015-09-01 03:00:00+00:00,403576,addtocart,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444783,2015-09-01 03:00:00+00:00,337520,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444847,2015-09-01 03:00:00+00:00,461091,view,False,False,,12,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445026,2015-09-01 03:00:00+00:00,391965,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445089,2015-09-01 03:00:00+00:00,13855,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445206,2015-09-01 03:00:00+00:00,313957,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445907,2015-09-01 03:00:00+00:00,463052,view,True,False,1,5,4-9,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
446016,2015-09-01 03:00:00+00:00,47733,view,False,True,,12,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446083,2015-09-01 03:00:00+00:00,218557,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446117,2015-09-01 03:00:00+00:00,108707,view,False,False,,13,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446133,2015-09-01 03:00:00+00:00,31089,view,True,False,1,9,4-9,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.05
446348,2015-09-01 03:00:00+00:00,76060,view,False,False,,15,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446367,2015-09-01 03:00:00+00:00,334867,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446730,2015-09-01 03:00:00+00:00,181803,view,False,False,,18,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446867,2015-09-01 03:00:00+00:00,318392,view,True,False,4,6,4-9,1.0,1.0,0.43067655807339306,0.25,0.2,1.0,1.0,0.43067655807339306,0.25,0.1,1.0,1.0,0.43067655807339306,0.25,0.05
447071,2015-09-01 03:00:00+00:00,1882,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447385,2015-09-01 03:00:00+00:00,76060,view,False,False,,8,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447389,2015-09-01 03:00:00+00:00,320925,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447439,2015-09-01 03:00:00+00:00,413662,view,False,False,,2,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447538,2015-09-01 03:00:00+00:00,228638,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447793,2015-09-01 03:00:00+00:00,373274,view,False,False,,3,2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447891,2015-09-01 03:00:00+00:00,147121,view,False,False,,4,4-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447909,2015-09-01 03:00:00+00:00,459325,view,True,False,2,4,4-9,1.0,1.0,0.6309297535714575,0.5,0.2,1.0,1.0,0.6309297535714575,0.5,0.1,1.0,1.0,0.6309297535714575,0.5,0.05
