block,d,date,store_id,dept_id,state_id,actual_sales,expected_sales,residual
development_1_scale_seed,d_1483,2015-02-19,CA_1,HOBBIES_2,CA,44.0,39.606317969177546,4.393682030822454
development_1_scale_seed,d_1483,2015-02-19,CA_1,HOUSEHOLD_1,CA,513.0,544.2453407520196,-31.245340752019615
development_1_scale_seed,d_1483,2015-02-19,CA_1,HOUSEHOLD_2,CA,128.0,145.23160223343595,-17.23160223343595
development_1_scale_seed,d_1483,2015-02-19,CA_2,FOODS_1,CA,215.0,260.880689372008,-45.88068937200802
development_1_scale_seed,d_1483,2015-02-19,CA_2,FOODS_2,CA,65.0,92.17273296182768,-27.172732961827677
development_1_scale_seed,d_1483,2015-02-19,CA_2,FOODS_3,CA,707.0,873.7064397336859,-166.7064397336859
development_1_scale_seed,d_1483,2015-02-19,CA_2,HOBBIES_1,CA,251.0,230.38272217152806,20.61727782847194
development_1_scale_seed,d_1483,2015-02-19,CA_2,HOBBIES_2,CA,34.0,29.579876333060742,4.420123666939258
development_1_scale_seed,d_1483,2015-02-19,CA_2,HOUSEHOLD_1,CA,338.0,395.54221756084456,-57.54221756084456
development_1_scale_seed,d_1483,2015-02-19,CA_2,HOUSEHOLD_2,CA,184.0,189.31684640715332,-5.316846407153321
development_1_scale_seed,d_1483,2015-02-19,CA_3,FOODS_1,CA,297.0,433.93011466516197,-136.93011466516197
development_1_scale_seed,d_1483,2015-02-19,CA_3,FOODS_2,CA,411.0,491.06687487091295,-80.06687487091295
development_1_scale_seed,d_1483,2015-02-19,CA_3,FOODS_3,CA,2155.0,2437.683810091315,-282.6838100913151
development_1_scale_seed,d_1483,2015-02-19,CA_3,HOBBIES_1,CA,463.0,439.1184863494354,23.881513650564614
development_1_scale_seed,d_1483,2015-02-19,CA_3,HOBBIES_2,CA,43.0,45.72734717537435,-2.727347175374348
development_1_scale_seed,d_1483,2015-02-19,CA_3,HOUSEHOLD_1,CA,945.0,1119.807899342683,-174.80789934268296
development_1_scale_seed,d_1483,2015-02-19,CA_3,HOUSEHOLD_2,CA,247.0,245.84647852814672,1.1535214718532814
development_1_scale_seed,d_1483,2015-02-19,CA_4,FOODS_1,CA,169.0,187.64598502667272,-18.64598502667272
development_1_scale_seed,d_1483,2015-02-19,CA_4,FOODS_2,CA,227.0,256.7051703035386,-29.70517030353858
development_1_scale_seed,d_1483,2015-02-19,CA_4,FOODS_3,CA,935.0,957.5256536763701,-22.525653676370098
development_1_scale_seed,d_1483,2015-02-19,CA_4,HOBBIES_1,CA,250.0,280.1425888686311,-30.142588868631094
development_1_scale_seed,d_1483,2015-02-19,CA_4,HOBBIES_2,CA,16.0,19.015055789737154,-3.015055789737154
development_1_scale_seed,d_1483,2015-02-19,CA_4,HOUSEHOLD_1,CA,275.0,287.5517672206711,-12.551767220671081
development_1_scale_seed,d_1483,2015-02-19,CA_4,HOUSEHOLD_2,CA,89.0,106.47412609991419,-17.474126099914187
development_1_scale_seed,d_1483,2015-02-19,TX_1,FOODS_1,TX,154.0,211.29381154086133,-57.29381154086133
development_1_scale_seed,d_1483,2015-02-19,TX_1,FOODS_2,TX,291.0,261.27346441290496,29.726535587095043
development_1_scale_seed,d_1483,2015-02-19,TX_1,FOODS_3,TX,1167.0,1241.5736411387836,-74.57364113878361
development_1_scale_seed,d_1483,2015-02-19,TX_1,HOBBIES_1,TX,190.0,188.39930749421202,1.6006925057879755
development_1_scale_seed,d_1483,2015-02-19,TX_1,HOBBIES_2,TX,21.0,30.23351390542183,-9.23351390542183
development_1_scale_seed,d_1483,2015-02-19,TX_1,HOUSEHOLD_1,TX,767.0,588.92796499591,178.07203500409003
development_1_scale_seed,d_1483,2015-02-19,TX_1,HOUSEHOLD_2,TX,169.0,124.47801496209166,44.52198503790834
development_1_scale_seed,d_1483,2015-02-19,TX_2,FOODS_1,TX,165.0,249.29379236419425,-84.29379236419425
development_1_scale_seed,d_1483,2015-02-19,TX_2,FOODS_2,TX,286.0,306.50209615218756,-20.502096152187562
development_1_scale_seed,d_1483,2015-02-19,TX_2,FOODS_3,TX,1581.0,1573.1238825319722,7.8761174680278145
development_1_scale_seed,d_1483,2015-02-19,TX_2,HOBBIES_1,TX,348.0,266.0981828621261,81.90181713787388
development_1_scale_seed,d_1483,2015-02-19,TX_2,HOBBIES_2,TX,35.0,44.983896369556746,-9.983896369556746
development_1_scale_seed,d_1483,2015-02-19,TX_2,HOUSEHOLD_1,TX,532.0,600.5167903189175,-68.51679031891751
development_1_scale_seed,d_1483,2015-02-19,TX_2,HOUSEHOLD_2,TX,162.0,130.06140627963836,31.938593720361638
development_1_scale_seed,d_1483,2015-02-19,TX_3,FOODS_1,TX,187.0,244.19997248045172,-57.19997248045172
development_1_scale_seed,d_1483,2015-02-19,TX_3,FOODS_2,TX,371.0,321.90239224760927,49.09760775239073
development_1_scale_seed,d_1483,2015-02-19,TX_3,FOODS_3,TX,1239.0,1271.8829263562197,-32.88292635621974
development_1_scale_seed,d_1483,2015-02-19,TX_3,HOBBIES_1,TX,315.0,268.80562144460265,46.19437855539735
development_1_scale_seed,d_1483,2015-02-19,TX_3,HOBBIES_2,TX,36.0,45.651882069041704,-9.651882069041704
development_1_scale_seed,d_1483,2015-02-19,TX_3,HOUSEHOLD_1,TX,742.0,618.1374209764845,123.86257902351554
development_1_scale_seed,d_1483,2015-02-19,TX_3,HOUSEHOLD_2,TX,162.0,125.85094827055977,36.14905172944023
development_1_scale_seed,d_1483,2015-02-19,WI_1,FOODS_1,WI,203.0,259.10916650466214,-56.10916650466214
development_1_scale_seed,d_1483,2015-02-19,WI_1,FOODS_2,WI,364.0,380.9617921640548,-16.961792164054827
development_1_scale_seed,d_1483,2015-02-19,WI_1,FOODS_3,WI,1325.0,1381.8688232494808,-56.86882324948078
development_1_scale_seed,d_1483,2015-02-19,WI_1,HOBBIES_1,WI,294.0,287.7995699580201,6.200430041979928
development_1_scale_seed,d_1483,2015-02-19,WI_1,HOBBIES_2,WI,14.0,27.38334894643391,-13.383348946433909
development_1_scale_seed,d_1483,2015-02-19,WI_1,HOUSEHOLD_1,WI,358.0,421.57102864064177,-63.57102864064177
development_1_scale_seed,d_1483,2015-02-19,WI_1,HOUSEHOLD_2,WI,135.0,131.99962064391494,3.0003793560850625
development_1_scale_seed,d_1483,2015-02-19,WI_2,FOODS_1,WI,245.0,275.26989753453364,-30.26989753453364
development_1_scale_seed,d_1483,2015-02-19,WI_2,FOODS_2,WI,571.0,502.1939646531447,68.80603534685531
development_1_scale_seed,d_1483,2015-02-19,WI_2,FOODS_3,WI,1455.0,1515.2510279902335,-60.251027990233524
development_1_scale_seed,d_1483,2015-02-19,WI_2,HOBBIES_1,WI,192.0,174.44571491353966,17.55428508646034
development_1_scale_seed,d_1483,2015-02-19,WI_2,HOBBIES_2,WI,19.0,27.892094884265166,-8.892094884265166
development_1_scale_seed,d_1483,2015-02-19,WI_2,HOUSEHOLD_1,WI,775.0,669.1823416101728,105.81765838982722
development_1_scale_seed,d_1483,2015-02-19,WI_2,HOUSEHOLD_2,WI,78.0,107.03360402942096,-29.033604029420957
development_1_scale_seed,d_1483,2015-02-19,WI_3,FOODS_1,WI,128.0,169.1606497173628,-41.16064971736279
development_1_scale_seed,d_1483,2015-02-19,WI_3,FOODS_2,WI,306.0,272.35837239139255,33.64162760860745
development_1_scale_seed,d_1483,2015-02-19,WI_3,FOODS_3,WI,1162.0,1328.9833198368317,-166.9833198368317
development_1_scale_seed,d_1483,2015-02-19,WI_3,HOBBIES_1,WI,213.0,176.17546578660748,36.824534213392525
development_1_scale_seed,d_1483,2015-02-19,WI_3,HOBBIES_2,WI,33.0,21.016827112624252,11.983172887375748
development_1_scale_seed,d_1483,2015-02-19,WI_3,HOUSEHOLD_1,WI,431.0,426.5338232988779,4.4661767011220945
development_1_scale_seed,d_1483,2015-02-19,WI_3,HOUSEHOLD_2,WI,91.0,92.63676998955316,-1.6367699895531587
development_1_scale_seed,d_1484,2015-02-20,CA_1,FOODS_1,CA,412.0,364.38139165885025,47.61860834114975
development_1_scale_seed,d_1484,2015-02-20,CA_1,FOODS_2,CA,417.0,400.4663393825014,16.533660617498583
development_1_scale_seed,d_1484,2015-02-20,CA_1,FOODS_3,CA,1944.0,1977.9358450452248,-33.93584504522482
development_1_scale_seed,d_1484,2015-02-20,CA_1,HOBBIES_1,CA,466.0,440.64326718526416,25.356732814735835
development_1_scale_seed,d_1484,2015-02-20,CA_1,HOBBIES_2,CA,34.0,45.70737428344111,-11.707374283441112
development_1_scale_seed,d_1484,2015-02-20,CA_1,HOUSEHOLD_1,CA,670.0,705.4692985890322,-35.46929858903218
development_1_scale_seed,d_1484,2015-02-20,CA_1,HOUSEHOLD_2,CA,195.0,182.9732219778882,12.026778022111813
development_1_scale_seed,d_1484,2015-02-20,CA_2,FOODS_1,CA,242.0,308.35818409621083,-66.35818409621083
development_1_scale_seed,d_1484,2015-02-20,CA_2,FOODS_2,CA,73.0,107.67768014772898,-34.67768014772898
development_1_scale_seed,d_1484,2015-02-20,CA_2,FOODS_3,CA,788.0,1052.5803607222986,-264.58036072229856
development_1_scale_seed,d_1484,2015-02-20,CA_2,HOBBIES_1,CA,271.0,295.92543030391664,-24.92543030391664
development_1_scale_seed,d_1484,2015-02-20,CA_2,HOBBIES_2,CA,31.0,35.3451554641567,-4.345155464156697
development_1_scale_seed,d_1484,2015-02-20,CA_2,HOUSEHOLD_1,CA,413.0,531.1306505732291,-118.1306505732291
development_1_scale_seed,d_1484,2015-02-20,CA_2,HOUSEHOLD_2,CA,205.0,248.4115014474764,-43.41150144747641
development_1_scale_seed,d_1484,2015-02-20,CA_3,FOODS_1,CA,364.0,470.2580406164465,-106.25804061644652
development_1_scale_seed,d_1484,2015-02-20,CA_3,FOODS_2,CA,524.0,502.93177383281017,21.068226167189835
development_1_scale_seed,d_1484,2015-02-20,CA_3,FOODS_3,CA,2490.0,2658.127659298636,-168.127659298636
development_1_scale_seed,d_1484,2015-02-20,CA_3,HOBBIES_1,CA,456.0,486.86078103987535,-30.86078103987535
development_1_scale_seed,d_1484,2015-02-20,CA_3,HOBBIES_2,CA,45.0,47.587553958413224,-2.587553958413224
development_1_scale_seed,d_1484,2015-02-20,CA_3,HOUSEHOLD_1,CA,1262.0,1248.4299720549875,13.570027945012498
development_1_scale_seed,d_1484,2015-02-20,CA_3,HOUSEHOLD_2,CA,289.0,280.3956536455504,8.604346354449603
development_1_scale_seed,d_1484,2015-02-20,CA_4,FOODS_1,CA,161.0,212.862198846985,-51.862198846984995
development_1_scale_seed,d_1484,2015-02-20,CA_4,FOODS_2,CA,247.0,273.8903171968669,-26.890317196866874
development_1_scale_seed,d_1484,2015-02-20,CA_4,FOODS_3,CA,887.0,1065.8172658626827,-178.8172658626827
development_1_scale_seed,d_1484,2015-02-20,CA_4,HOBBIES_1,CA,299.0,308.81094533907634,-9.81094533907634
development_1_scale_seed,d_1484,2015-02-20,CA_4,HOBBIES_2,CA,20.0,18.004469367129794,1.9955306328702065
development_1_scale_seed,d_1484,2015-02-20,CA_4,HOUSEHOLD_1,CA,270.0,316.6833069683933,-46.68330696839331
development_1_scale_seed,d_1484,2015-02-20,CA_4,HOUSEHOLD_2,CA,119.0,121.69171758098335,-2.691717580983351
development_1_scale_seed,d_1484,2015-02-20,TX_1,FOODS_1,TX,126.0,242.33268820588566,-116.33268820588566
development_1_scale_seed,d_1484,2015-02-20,TX_1,FOODS_2,TX,258.0,281.37360340886744,-23.37360340886744
development_1_scale_seed,d_1484,2015-02-20,TX_1,FOODS_3,TX,1252.0,1379.8641199555784,-127.86411995557842
development_1_scale_seed,d_1484,2015-02-20,TX_1,HOBBIES_1,TX,232.0,224.61464445750013,7.385355542499866
development_1_scale_seed,d_1484,2015-02-20,TX_1,HOBBIES_2,TX,26.0,31.559866356189517,-5.5598663561895165
development_1_scale_seed,d_1484,2015-02-20,TX_1,HOUSEHOLD_1,TX,824.0,728.6170736585244,95.38292634147558
development_1_scale_seed,d_1484,2015-02-20,TX_1,HOUSEHOLD_2,TX,143.0,143.36219770330783,-0.3621977033078281
development_1_scale_seed,d_1484,2015-02-20,TX_2,FOODS_1,TX,209.0,281.153014806704,-72.153014806704
development_1_scale_seed,d_1484,2015-02-20,TX_2,FOODS_2,TX,338.0,336.3640148940413,1.6359851059586958
development_1_scale_seed,d_1484,2015-02-20,TX_2,FOODS_3,TX,1651.0,1786.7802934561726,-135.78029345617256
development_1_scale_seed,d_1484,2015-02-20,TX_2,HOBBIES_1,TX,345.0,309.7209735985596,35.279026401440376
development_1_scale_seed,d_1484,2015-02-20,TX_2,HOBBIES_2,TX,37.0,47.02950910950181,-10.02950910950181
development_1_scale_seed,d_1484,2015-02-20,TX_2,HOUSEHOLD_1,TX,699.0,738.0802013902058,-39.08020139020584
development_1_scale_seed,d_1484,2015-02-20,TX_2,HOUSEHOLD_2,TX,200.0,153.12653833047594,46.87346166952406
development_1_scale_seed,d_1484,2015-02-20,TX_3,FOODS_1,TX,264.0,265.22224301384273,-1.2222430138427285
development_1_scale_seed,d_1484,2015-02-20,TX_3,FOODS_2,TX,329.0,334.8031571458828,-5.803157145882778
development_1_scale_seed,d_1484,2015-02-20,TX_3,FOODS_3,TX,1372.0,1429.9376000770112,-57.93760007701121
development_1_scale_seed,d_1484,2015-02-20,TX_3,HOBBIES_1,TX,343.0,300.0009508631281,42.99904913687192
development_1_scale_seed,d_1484,2015-02-20,TX_3,HOBBIES_2,TX,35.0,45.736945482836546,-10.736945482836546
development_1_scale_seed,d_1484,2015-02-20,TX_3,HOUSEHOLD_1,TX,918.0,766.6074958258234,151.39250417417657
development_1_scale_seed,d_1484,2015-02-20,TX_3,HOUSEHOLD_2,TX,168.0,142.2654251721642,25.734574827835786
development_1_scale_seed,d_1484,2015-02-20,WI_1,FOODS_1,WI,336.0,312.65461894434077,23.34538105565923
development_1_scale_seed,d_1484,2015-02-20,WI_1,FOODS_2,WI,500.0,438.46108415706044,61.53891584293956
development_1_scale_seed,d_1484,2015-02-20,WI_1,FOODS_3,WI,1592.0,1693.9359082626509,-101.93590826265086
development_1_scale_seed,d_1484,2015-02-20,WI_1,HOBBIES_1,WI,434.0,357.93407719210023,76.06592280789977
development_1_scale_seed,d_1484,2015-02-20,WI_1,HOBBIES_2,WI,46.0,32.95114566172683,13.048854338273173
development_1_scale_seed,d_1484,2015-02-20,WI_1,HOUSEHOLD_1,WI,464.0,557.2322927668345,-93.23229276683446
development_1_scale_seed,d_1484,2015-02-20,WI_1,HOUSEHOLD_2,WI,162.0,159.41071759023416,2.5892824097658433
development_1_scale_seed,d_1484,2015-02-20,WI_2,FOODS_1,WI,196.0,296.9766971723308,-100.97669717233077
development_1_scale_seed,d_1484,2015-02-20,WI_2,FOODS_2,WI,630.0,537.5295288288152,92.47047117118484
development_1_scale_seed,d_1484,2015-02-20,WI_2,FOODS_3,WI,1504.0,1704.4098584879819,-200.40985848798186
development_1_scale_seed,d_1484,2015-02-20,WI_2,HOBBIES_1,WI,254.0,211.16421236956654,42.83578763043346
development_1_scale_seed,d_1484,2015-02-20,WI_2,HOBBIES_2,WI,21.0,27.32699151139619,-6.326991511396191
development_1_scale_seed,d_1484,2015-02-20,WI_2,HOUSEHOLD_1,WI,776.0,821.3329173575542,-45.33291735755415
development_1_scale_seed,d_1484,2015-02-20,WI_2,HOUSEHOLD_2,WI,102.0,124.31796946497823,-22.317969464978233
development_1_scale_seed,d_1484,2015-02-20,WI_3,FOODS_1,WI,160.0,202.7693968071317,-42.7693968071317
development_1_scale_seed,d_1484,2015-02-20,WI_3,FOODS_2,WI,339.0,289.1686353489881,49.83136465101188
development_1_scale_seed,d_1484,2015-02-20,WI_3,FOODS_3,WI,1267.0,1548.202432654547,-281.202432654547
development_1_scale_seed,d_1484,2015-02-20,WI_3,HOBBIES_1,WI,261.0,222.16229827547878,38.837701724521224
development_1_scale_seed,d_1484,2015-02-20,WI_3,HOBBIES_2,WI,22.0,23.457973567699852,-1.4579735676998524
development_1_scale_seed,d_1484,2015-02-20,WI_3,HOUSEHOLD_1,WI,550.0,562.0773591453581,-12.07735914535806
development_1_scale_seed,d_1484,2015-02-20,WI_3,HOUSEHOLD_2,WI,140.0,109.20168943297146,30.798310567028537
development_1_scale_seed,d_1485,2015-02-21,CA_1,FOODS_1,CA,353.0,462.502533010789,-109.50253301078902
development_1_scale_seed,d_1485,2015-02-21,CA_1,FOODS_2,CA,503.0,527.7897779926424,-24.78977799264237
development_1_scale_seed,d_1485,2015-02-21,CA_1,FOODS_3,CA,2256.0,2634.58503486752,-378.5850348675199
development_1_scale_seed,d_1485,2015-02-21,CA_1,HOBBIES_1,CA,523.0,554.0058790658028,-31.005879065802787
development_1_scale_seed,d_1485,2015-02-21,CA_1,HOBBIES_2,CA,44.0,55.581296526965474,-11.581296526965474
development_1_scale_seed,d_1485,2015-02-21,CA_1,HOUSEHOLD_1,CA,815.0,921.9051031666636,-106.9051031666636
development_1_scale_seed,d_1485,2015-02-21,CA_1,HOUSEHOLD_2,CA,273.0,218.52703545578092,54.47296454421908
development_1_scale_seed,d_1485,2015-02-21,CA_2,FOODS_1,CA,323.0,385.1945837380865,-62.19458373808652
development_1_scale_seed,d_1485,2015-02-21,CA_2,FOODS_2,CA,94.0,135.58463719293735,-41.58463719293735
development_1_scale_seed,d_1485,2015-02-21,CA_2,FOODS_3,CA,1002.0,1364.2506090775862,-362.2506090775862
development_1_scale_seed,d_1485,2015-02-21,CA_2,HOBBIES_1,CA,276.0,367.27553419799426,-91.27553419799426
development_1_scale_seed,d_1485,2015-02-21,CA_2,HOBBIES_2,CA,32.0,44.72280696539586,-12.722806965395861
development_1_scale_seed,d_1485,2015-02-21,CA_2,HOUSEHOLD_1,CA,761.0,737.9504261776598,23.04957382234022
development_1_scale_seed,d_1485,2015-02-21,CA_2,HOUSEHOLD_2,CA,313.0,321.71564660024245,-8.71564660024245
development_1_scale_seed,d_1485,2015-02-21,CA_3,FOODS_1,CA,497.0,595.9953746035804,-98.99537460358044
development_1_scale_seed,d_1485,2015-02-21,CA_3,FOODS_2,CA,496.0,649.6496154275601,-153.6496154275601
development_1_scale_seed,d_1485,2015-02-21,CA_3,FOODS_3,CA,2600.0,3237.321588814318,-637.3215888143181
development_1_scale_seed,d_1485,2015-02-21,CA_3,HOBBIES_1,CA,521.0,605.9290857514752,-84.92908575147521
development_1_scale_seed,d_1485,2015-02-21,CA_3,HOBBIES_2,CA,29.0,55.33547513095842,-26.33547513095842
development_1_scale_seed,d_1485,2015-02-21,CA_3,HOUSEHOLD_1,CA,1512.0,1636.1403165453619,-124.14031654536188
development_1_scale_seed,d_1485,2015-02-21,CA_3,HOUSEHOLD_2,CA,310.0,341.520874958438,-31.520874958438014
development_1_scale_seed,d_1485,2015-02-21,CA_4,FOODS_1,CA,196.0,234.75142401967688,-38.751424019676875
development_1_scale_seed,d_1485,2015-02-21,CA_4,FOODS_2,CA,285.0,319.78839464007217,-34.78839464007217
development_1_scale_seed,d_1485,2015-02-21,CA_4,FOODS_3,CA,1058.0,1285.208048056139,-227.20804805613898
development_1_scale_seed,d_1485,2015-02-21,CA_4,HOBBIES_1,CA,358.0,354.0933540785107,3.9066459214893143
development_1_scale_seed,d_1485,2015-02-21,CA_4,HOBBIES_2,CA,13.0,20.07293316888451,-7.072933168884511
development_1_scale_seed,d_1485,2015-02-21,CA_4,HOUSEHOLD_1,CA,399.0,372.8430950920381,26.156904907961916
development_1_scale_seed,d_1485,2015-02-21,CA_4,HOUSEHOLD_2,CA,121.0,143.8491166149136,-22.849116614913612
development_1_scale_seed,d_1485,2015-02-21,TX_1,FOODS_1,TX,281.0,278.31320948874526,2.686790511254742
development_1_scale_seed,d_1485,2015-02-21,TX_1,FOODS_2,TX,271.0,357.0927832518372,-86.0927832518372
development_1_scale_seed,d_1485,2015-02-21,TX_1,FOODS_3,TX,1617.0,1759.1498322649493,-142.14983226494928
development_1_scale_seed,d_1485,2015-02-21,TX_1,HOBBIES_1,TX,298.0,257.16132460442617,40.83867539557383
development_1_scale_seed,d_1485,2015-02-21,TX_1,HOBBIES_2,TX,18.0,39.168359998885535,-21.168359998885535
development_1_scale_seed,d_1485,2015-02-21,TX_1,HOUSEHOLD_1,TX,1050.0,909.7566475048533,140.24335249514672
development_1_scale_seed,d_1485,2015-02-21,TX_1,HOUSEHOLD_2,TX,193.0,172.7841383866972,20.215861613302792
development_1_scale_seed,d_1485,2015-02-21,TX_2,FOODS_1,TX,292.0,330.40379001376954,-38.40379001376954
development_1_scale_seed,d_1485,2015-02-21,TX_2,FOODS_2,TX,445.0,421.3981266133042,23.601873386695786
development_1_scale_seed,d_1485,2015-02-21,TX_2,FOODS_3,TX,2037.0,2268.6858915575854,-231.68589155758536
development_1_scale_seed,d_1485,2015-02-21,TX_2,HOBBIES_1,TX,443.0,368.437005801071,74.562994198929
development_1_scale_seed,d_1485,2015-02-21,TX_2,HOBBIES_2,TX,58.0,55.2946734626832,2.7053265373168003
development_1_scale_seed,d_1485,2015-02-21,TX_2,HOUSEHOLD_1,TX,1047.0,927.2887650879212,119.7112349120788
development_1_scale_seed,d_1485,2015-02-21,TX_2,HOUSEHOLD_2,TX,270.0,184.89105746322235,85.10894253677765
development_1_scale_seed,d_1485,2015-02-21,TX_3,FOODS_1,TX,273.0,307.66293801778903,-34.66293801778903
development_1_scale_seed,d_1485,2015-02-21,TX_3,FOODS_2,TX,456.0,418.93966534342474,37.060334656575264
development_1_scale_seed,d_1485,2015-02-21,TX_3,FOODS_3,TX,1688.0,1802.1777080620927,-114.17770806209273
development_1_scale_seed,d_1485,2015-02-21,TX_3,HOBBIES_1,TX,379.0,342.6358711630538,36.36412883694618
development_1_scale_seed,d_1485,2015-02-21,TX_3,HOBBIES_2,TX,51.0,51.23755717660115,-0.2375571766011504
development_1_scale_seed,d_1485,2015-02-21,TX_3,HOUSEHOLD_1,TX,1244.0,907.0284154559282,336.9715845440718
development_1_scale_seed,d_1485,2015-02-21,TX_3,HOUSEHOLD_2,TX,226.0,166.9025396180532,59.0974603819468
development_1_scale_seed,d_1485,2015-02-21,WI_1,FOODS_1,WI,371.0,393.78063397757825,-22.780633977578248
development_1_scale_seed,d_1485,2015-02-21,WI_1,FOODS_2,WI,759.0,600.3426598607429,158.65734013925714
development_1_scale_seed,d_1485,2015-02-21,WI_1,FOODS_3,WI,2384.0,2133.4577421778513,250.5422578221487
development_1_scale_seed,d_1485,2015-02-21,WI_1,HOBBIES_1,WI,535.0,470.8009595083799,64.19904049162011
development_1_scale_seed,d_1485,2015-02-21,WI_1,HOBBIES_2,WI,36.0,44.25883288043649,-8.258832880436493
development_1_scale_seed,d_1485,2015-02-21,WI_1,HOUSEHOLD_1,WI,913.0,760.9164587929538,152.0835412070462
development_1_scale_seed,d_1485,2015-02-21,WI_1,HOUSEHOLD_2,WI,273.0,209.4839481632595,63.5160518367405
development_1_scale_seed,d_1485,2015-02-21,WI_2,FOODS_1,WI,286.0,356.7850922791923,-70.78509227919233
development_1_scale_seed,d_1485,2015-02-21,WI_2,FOODS_2,WI,728.0,657.1519658524031,70.84803414759688
development_1_scale_seed,d_1485,2015-02-21,WI_2,FOODS_3,WI,1821.0,1921.8972687737441,-100.89726877374414
development_1_scale_seed,d_1485,2015-02-21,WI_2,HOBBIES_1,WI,304.0,237.5922912051858,66.4077087948142
development_1_scale_seed,d_1485,2015-02-21,WI_2,HOBBIES_2,WI,22.0,35.917083881789736,-13.917083881789736
development_1_scale_seed,d_1485,2015-02-21,WI_2,HOUSEHOLD_1,WI,1079.0,942.9898718426256,136.01012815737442
development_1_scale_seed,d_1485,2015-02-21,WI_2,HOUSEHOLD_2,WI,160.0,154.6185830815065,5.3814169184935
development_1_scale_seed,d_1485,2015-02-21,WI_3,FOODS_1,WI,195.0,230.95667233382895,-35.95667233382895
development_1_scale_seed,d_1485,2015-02-21,WI_3,FOODS_2,WI,405.0,368.7027692565804,36.29723074341962
development_1_scale_seed,d_1485,2015-02-21,WI_3,FOODS_3,WI,1878.0,1905.2124150143384,-27.212415014338376
development_1_scale_seed,d_1485,2015-02-21,WI_3,HOBBIES_1,WI,335.0,250.2190811545485,84.78091884545151
development_1_scale_seed,d_1485,2015-02-21,WI_3,HOBBIES_2,WI,29.0,31.514932745843105,-2.5149327458431046
development_1_scale_seed,d_1485,2015-02-21,WI_3,HOUSEHOLD_1,WI,813.0,721.593732575329,91.406267424671
development_1_scale_seed,d_1485,2015-02-21,WI_3,HOUSEHOLD_2,WI,183.0,136.70243093192647,46.29756906807353
development_1_scale_seed,d_1486,2015-02-22,CA_1,FOODS_1,CA,392.0,425.95950718939133,-33.95950718939133
development_1_scale_seed,d_1486,2015-02-22,CA_1,FOODS_2,CA,578.0,556.8076425144426,21.19235748555741
development_1_scale_seed,d_1486,2015-02-22,CA_1,FOODS_3,CA,2589.0,2772.4903076293704,-183.49030762937036
development_1_scale_seed,d_1486,2015-02-22,CA_1,HOBBIES_1,CA,543.0,526.7514634982866,16.248536501713374
development_1_scale_seed,d_1486,2015-02-22,CA_1,HOBBIES_2,CA,48.0,55.41932840760965,-7.4193284076096475
development_1_scale_seed,d_1486,2015-02-22,CA_1,HOUSEHOLD_1,CA,1027.0,945.243284582624,81.75671541737597
development_1_scale_seed,d_1486,2015-02-22,CA_1,HOUSEHOLD_2,CA,249.0,224.20343930478256,24.796560695217437
development_1_scale_seed,d_1486,2015-02-22,CA_2,FOODS_1,CA,340.0,345.9749580948454,-5.9749580948454195
development_1_scale_seed,d_1486,2015-02-22,CA_2,FOODS_2,CA,87.0,143.04475888102255,-56.044758881022545
development_1_scale_seed,d_1486,2015-02-22,CA_2,FOODS_3,CA,1178.0,1350.8246600294121,-172.82466002941214
development_1_scale_seed,d_1486,2015-02-22,CA_2,HOBBIES_1,CA,345.0,325.92601494017345,19.073985059826555
development_1_scale_seed,d_1486,2015-02-22,CA_2,HOBBIES_2,CA,50.0,44.8592301326889,5.1407698673111
development_1_scale_seed,d_1486,2015-02-22,CA_2,HOUSEHOLD_1,CA,792.0,730.8484303831713,61.15156961682874
development_1_scale_seed,d_1486,2015-02-22,CA_2,HOUSEHOLD_2,CA,332.0,312.92588516686334,19.07411483313666
development_1_scale_seed,d_1486,2015-02-22,CA_3,FOODS_1,CA,479.0,588.9573563448691,-109.95735634486914
development_1_scale_seed,d_1486,2015-02-22,CA_3,FOODS_2,CA,629.0,687.4225250662298,-58.42252506622981
development_1_scale_seed,d_1486,2015-02-22,CA_3,FOODS_3,CA,3142.0,3484.268636823182,-342.2686368231821
development_1_scale_seed,d_1486,2015-02-22,CA_3,HOBBIES_1,CA,560.0,596.3175775691614,-36.31757756916136
development_1_scale_seed,d_1486,2015-02-22,CA_3,HOBBIES_2,CA,46.0,55.59944966457947,-9.599449664579467
development_1_scale_seed,d_1486,2015-02-22,CA_3,HOUSEHOLD_1,CA,1732.0,1716.4364514110182,15.563548588981803
development_1_scale_seed,d_1486,2015-02-22,CA_3,HOUSEHOLD_2,CA,370.0,343.545871377809,26.45412862219098
development_1_scale_seed,d_1486,2015-02-22,CA_4,FOODS_1,CA,190.0,228.76299467459418,-38.76299467459418
development_1_scale_seed,d_1486,2015-02-22,CA_4,FOODS_2,CA,361.0,339.5048998277027,21.495100172297327
development_1_scale_seed,d_1486,2015-02-22,CA_4,FOODS_3,CA,1243.0,1293.647256622952,-50.647256622952
development_1_scale_seed,d_1486,2015-02-22,CA_4,HOBBIES_1,CA,420.0,348.638186218845,71.36181378115498
development_1_scale_seed,d_1486,2015-02-22,CA_4,HOBBIES_2,CA,25.0,17.98640907204438,7.013590927955619
development_1_scale_seed,d_1486,2015-02-22,CA_4,HOUSEHOLD_1,CA,458.0,373.23592838088274,84.76407161911726
