block,family,magnitude,store_id,dept_id,date,window_position,original_actual_sales,injected_actual_sales,expected_sales,prior_robust_scale,prior_sales_robust_scale,score_before,score_after,detected,direction_correct,detected_at_4
development_2,three_day_negative_sustained_drop,4,CA_2,FOODS_3,2015-05-21,3,872.0,106.97840000000008,752.7598804069058,155.6170221309546,191.25539999999998,1.7793522937567983,-3.136701165717706,True,True,False
development_3,one_day_positive_spike,2,CA_1,FOODS_1,2015-07-21,1,348.0,528.8772,345.33278171149254,52.69976730818562,90.4386,0.0160335931726421,3.4482536813988225,True,True,False
development_3,one_day_positive_spike,4,CA_1,FOODS_1,2015-07-21,1,348.0,709.7544,345.33278171149254,52.69976730818562,90.4386,0.0160335931726421,6.880473769625002,True,True,True
development_3,one_day_negative_drop,2,CA_1,FOODS_1,2015-07-22,1,374.0,193.1228,345.408216712408,52.69976730818562,90.4386,0.5079629948240574,-2.9242570934021224,False,True,False
development_3,one_day_negative_drop,4,CA_1,FOODS_1,2015-07-22,1,374.0,12.245600000000024,345.408216712408,52.69976730818562,90.4386,0.5079629948240574,-6.356477181628302,True,True,True
development_3,two_day_positive_sustained_spike,2,CA_1,FOODS_1,2015-07-23,1,347.0,527.8772,346.4728264389115,52.69976730818562,90.4386,-0.02457464547296883,3.4076454427532115,True,True,False
development_3,two_day_positive_sustained_spike,2,CA_1,FOODS_1,2015-07-24,2,384.0,564.8772,389.2860121099964,52.69976730818562,90.4386,-0.13488226100928968,3.2973378272168903,True,True,False
development_3,two_day_positive_sustained_spike,4,CA_1,FOODS_1,2015-07-23,1,347.0,708.7544,346.4728264389115,52.69976730818562,90.4386,-0.02457464547296883,6.839865530979392,True,True,True
development_3,two_day_positive_sustained_spike,4,CA_1,FOODS_1,2015-07-24,2,384.0,745.7544,389.2860121099964,52.69976730818562,90.4386,-0.13488226100928968,6.7295579154430705,True,True,True
development_3,two_day_negative_sustained_drop,2,CA_1,FOODS_1,2015-07-25,1,325.0,144.1228,465.1334948779224,52.69976730818562,90.4386,-2.693669323186331,-6.12588941141251,True,True,True
development_3,two_day_negative_sustained_drop,2,CA_1,FOODS_1,2015-07-26,2,357.0,176.1228,441.6578609630828,52.69976730818562,90.4386,-1.6409960999741513,-5.07321618820033,True,True,True
development_3,two_day_negative_sustained_drop,4,CA_1,FOODS_1,2015-07-25,1,325.0,0.0,465.1334948779224,52.69976730818562,90.4386,-2.693669323186331,-8.860679475231521,True,True,True
development_3,two_day_negative_sustained_drop,4,CA_1,FOODS_1,2015-07-26,2,357.0,0.0,441.6578609630828,52.69976730818562,90.4386,-1.6409960999741513,-8.415219559297638,True,True,True
development_3,three_day_positive_sustained_spike,2,CA_1,FOODS_1,2015-07-27,1,326.0,506.8772,344.7746009320637,52.69976730818562,90.4386,-0.3908338431706814,3.0413862450554987,True,True,False
development_3,three_day_positive_sustained_spike,2,CA_1,FOODS_1,2015-07-28,2,259.0,439.8772,339.87016711050217,52.69976730818562,90.4386,-1.569123033999678,1.8630970542265022,False,True,False
development_3,three_day_positive_sustained_spike,2,CA_1,FOODS_1,2015-07-29,3,293.0,473.8772,339.87016711050217,52.69976730818562,90.4386,-0.9239588950164889,2.5082611932096914,False,True,False
development_3,three_day_positive_sustained_spike,4,CA_1,FOODS_1,2015-07-27,1,326.0,687.7544,344.7746009320637,52.69976730818562,90.4386,-0.3908338431706814,6.473606333281679,True,True,True
development_3,three_day_positive_sustained_spike,4,CA_1,FOODS_1,2015-07-28,2,259.0,620.7544,339.87016711050217,52.69976730818562,90.4386,-1.569123033999678,5.295317142452682,True,True,True
development_3,three_day_positive_sustained_spike,4,CA_1,FOODS_1,2015-07-29,3,293.0,654.7544,339.87016711050217,52.69976730818562,90.4386,-0.9239588950164889,5.940481281435871,True,True,True
development_3,three_day_negative_sustained_drop,2,CA_1,FOODS_1,2015-07-30,1,354.0,173.1228,347.49479508950543,52.69976730818562,90.4386,0.0888609853609749,-3.3433591028652048,True,True,False
development_3,three_day_negative_sustained_drop,2,CA_1,FOODS_1,2015-07-31,2,456.0,275.1228,410.4046061999915,52.69976730818562,90.4386,0.8306135752901946,-2.6016065129359855,False,True,False
development_3,three_day_negative_sustained_drop,2,CA_1,FOODS_1,2015-08-01,3,471.0,290.1228,511.6672928151277,52.69976730818562,90.4386,-0.8062567757813063,-4.238476864007486,True,True,True
development_3,three_day_negative_sustained_drop,4,CA_1,FOODS_1,2015-07-30,1,354.0,0.0,347.49479508950543,52.69976730818562,90.4386,0.0888609853609749,-6.628436226405172,True,True,True
development_3,three_day_negative_sustained_drop,4,CA_1,FOODS_1,2015-07-31,2,456.0,94.24560000000002,410.4046061999915,52.69976730818562,90.4386,0.8306135752901946,-6.033826601162165,True,True,True
development_3,three_day_negative_sustained_drop,4,CA_1,FOODS_1,2015-08-01,3,471.0,109.24560000000002,511.6672928151277,52.69976730818562,90.4386,-0.8062567757813063,-7.670696952233666,True,True,True
development_3,one_day_positive_spike,2,CA_1,FOODS_2,2015-08-02,1,715.0,950.7334,629.6455868354009,50.36258716489441,117.8667,1.6944212105525351,6.375145797400599,True,True,True
development_3,one_day_positive_spike,4,CA_1,FOODS_2,2015-08-02,1,715.0,1186.4668,629.6455868354009,50.36258716489441,117.8667,1.6944212105525351,11.055870384248662,True,True,True
development_3,one_day_negative_drop,2,CA_1,FOODS_2,2015-08-03,1,639.0,403.26660000000004,530.3354249943379,50.36258716489441,117.8667,2.157268001261323,-2.523456585586741,False,True,False
development_3,one_day_negative_drop,4,CA_1,FOODS_2,2015-08-03,1,639.0,167.53320000000002,530.3354249943379,50.36258716489441,117.8667,2.157268001261323,-7.204181172434805,True,True,True
development_3,two_day_positive_sustained_spike,2,CA_1,FOODS_2,2015-08-04,1,542.0,777.7334,467.9120975991082,50.36258716489441,117.8667,1.4707132678525472,6.15143785470061,True,True,True
development_3,two_day_positive_sustained_spike,2,CA_1,FOODS_2,2015-08-05,2,486.0,721.7334,458.3153372487829,50.36258716489441,117.8667,0.5493301090060061,5.2300546958540695,True,True,True
development_3,two_day_positive_sustained_spike,4,CA_1,FOODS_2,2015-08-04,1,542.0,1013.4667999999999,467.9120975991082,50.36258716489441,117.8667,1.4707132678525472,10.832162441548675,True,True,True
development_3,two_day_positive_sustained_spike,4,CA_1,FOODS_2,2015-08-05,2,486.0,957.4667999999999,458.3153372487829,50.36258716489441,117.8667,0.5493301090060061,9.910779282702133,True,True,True
development_3,two_day_negative_sustained_drop,2,CA_1,FOODS_2,2015-08-06,1,492.0,256.26660000000004,457.01295897185105,50.36258716489441,117.8667,0.6943262001127398,-3.9863983867353237,True,True,False
development_3,two_day_negative_sustained_drop,2,CA_1,FOODS_2,2015-08-07,2,549.0,313.26660000000004,511.3331856732406,50.36258716489441,117.8667,0.7475358036987602,-3.9331887831493035,True,True,False
development_3,two_day_negative_sustained_drop,4,CA_1,FOODS_2,2015-08-06,1,492.0,20.533200000000022,457.01295897185105,50.36258716489441,117.8667,0.6943262001127398,-8.667122973583389,True,True,True
development_3,two_day_negative_sustained_drop,4,CA_1,FOODS_2,2015-08-07,2,549.0,77.53320000000002,511.3331856732406,50.36258716489441,117.8667,0.7475358036987602,-8.613913369997368,True,True,True
development_3,three_day_positive_sustained_spike,2,CA_1,FOODS_2,2015-08-08,1,683.0,918.7334,611.6805231965557,50.36258716489441,117.8667,1.4157433833948003,6.096467970242864,True,True,True
development_3,three_day_positive_sustained_spike,2,CA_1,FOODS_2,2015-08-09,2,737.0,972.7334,651.7307535716492,50.36258716489441,117.8667,1.6927301390440468,6.373454725892111,True,True,True
development_3,three_day_positive_sustained_spike,2,CA_1,FOODS_2,2015-08-10,3,564.0,799.7334,569.5314245604334,50.36258716489441,117.8667,-0.11020883014531666,4.570515756702747,True,True,True
development_3,three_day_positive_sustained_spike,4,CA_1,FOODS_2,2015-08-08,1,683.0,1154.4668,611.6805231965557,50.36258716489441,117.8667,1.4157433833948003,10.777192557090927,True,True,True
development_3,three_day_positive_sustained_spike,4,CA_1,FOODS_2,2015-08-09,2,737.0,1208.4668,651.7307535716492,50.36258716489441,117.8667,1.6927301390440468,11.054179312740175,True,True,True
development_3,three_day_positive_sustained_spike,4,CA_1,FOODS_2,2015-08-10,3,564.0,1035.4668,569.5314245604334,50.36258716489441,117.8667,-0.11020883014531666,9.25124034355081,True,True,True
development_3,three_day_negative_sustained_drop,2,CA_1,FOODS_2,2015-08-11,1,494.0,258.26660000000004,408.9544619873235,50.36258716489441,117.8667,1.6882881826580125,-2.992436404190051,False,True,False
development_3,three_day_negative_sustained_drop,2,CA_1,FOODS_2,2015-08-12,2,473.0,237.2666,408.9680379114489,50.36258716489441,117.8667,1.2710424233143969,-3.409682163533667,True,True,False
development_3,three_day_negative_sustained_drop,2,CA_1,FOODS_2,2015-08-13,3,389.0,153.2666,407.66565963451706,50.36258716489441,117.8667,-0.371002324154675,-5.051726911002739,True,True,True
development_3,three_day_negative_sustained_drop,4,CA_1,FOODS_2,2015-08-11,1,494.0,22.533200000000022,408.9544619873235,50.36258716489441,117.8667,1.6882881826580125,-7.673160991038116,True,True,True
development_3,three_day_negative_sustained_drop,4,CA_1,FOODS_2,2015-08-12,2,473.0,1.533200000000022,408.9680379114489,50.36258716489441,117.8667,1.2710424233143969,-8.090406750381732,True,True,True
development_3,three_day_negative_sustained_drop,4,CA_1,FOODS_2,2015-08-13,3,389.0,0.0,407.66565963451706,50.36258716489441,117.8667,-0.371002324154675,-8.094989948665656,True,True,True
development_3,one_day_positive_spike,2,CA_1,FOODS_3,2015-07-21,1,1740.0,2605.8384,1723.9039177267932,190.2886245916772,432.9192,0.49724032699161325,5.047372537248126,True,True,True
development_3,one_day_positive_spike,4,CA_1,FOODS_3,2015-07-21,1,1740.0,3471.6768,1723.9039177267932,190.2886245916772,432.9192,0.49724032699161325,9.597504747504638,True,True,True
development_3,one_day_negative_drop,2,CA_1,FOODS_3,2015-07-22,1,1853.0,987.1616,1696.0713035901813,190.2886245916772,432.9192,1.2373403431581689,-3.3127918670983436,True,True,False
development_3,one_day_negative_drop,4,CA_1,FOODS_3,2015-07-22,1,1853.0,121.32320000000004,1696.0713035901813,190.2886245916772,432.9192,1.2373403431581689,-7.862924077354855,True,True,True
development_3,two_day_positive_sustained_spike,2,CA_1,FOODS_3,2015-07-23,1,1672.0,2537.8384,1686.39993278435,190.2886245916772,432.9192,0.33697843470564387,4.8871106449621555,True,True,True
development_3,two_day_positive_sustained_spike,2,CA_1,FOODS_3,2015-07-24,2,2049.0,2914.8384,2041.208635153382,190.2886245916772,432.9192,0.45359758458171345,5.003729794838226,True,True,True
development_3,two_day_positive_sustained_spike,4,CA_1,FOODS_3,2015-07-23,1,1672.0,3403.6768,1686.39993278435,190.2886245916772,432.9192,0.33697843470564387,9.43724285521867,True,True,True
development_3,two_day_positive_sustained_spike,4,CA_1,FOODS_3,2015-07-24,2,2049.0,3780.6768,2041.208635153382,190.2886245916772,432.9192,0.45359758458171345,9.553862005094741,True,True,True
development_3,two_day_negative_sustained_drop,2,CA_1,FOODS_3,2015-07-25,1,2237.0,1371.1616,2494.1954507473856,190.2886245916772,432.9192,-0.9389544723928663,-5.48908668264938,True,True,True
development_3,two_day_negative_sustained_drop,2,CA_1,FOODS_3,2015-07-26,2,2532.0,1666.1616,2556.7619206737645,190.2886245916772,432.9192,0.28252437623709653,-4.267607834019417,True,True,True
development_3,two_day_negative_sustained_drop,4,CA_1,FOODS_3,2015-07-25,1,2237.0,505.32320000000004,2494.1954507473856,190.2886245916772,432.9192,-0.9389544723928663,-10.039218892905891,True,True,True
development_3,two_day_negative_sustained_drop,4,CA_1,FOODS_3,2015-07-26,2,2532.0,800.3232,2556.7619206737645,190.2886245916772,432.9192,0.28252437623709653,-8.817740044275928,True,True,True
development_3,three_day_positive_sustained_spike,2,CA_1,FOODS_3,2015-07-27,1,2273.0,3138.8384,1901.7786012835309,190.2886245916772,432.9192,2.3634859693955823,6.9136181796520955,True,True,True
development_3,three_day_positive_sustained_spike,2,CA_1,FOODS_3,2015-07-28,2,1852.0,2717.8384,1661.8040584581463,190.2886245916772,432.9192,1.4121655341196364,5.962297744376149,True,True,True
development_3,three_day_positive_sustained_spike,2,CA_1,FOODS_3,2015-07-29,3,1751.0,2616.8384,1660.4632715184498,190.2886245916772,432.9192,0.8884389410342484,5.438571151290761,True,True,True
development_3,three_day_positive_sustained_spike,4,CA_1,FOODS_3,2015-07-27,1,2273.0,4004.6768,1901.7786012835309,190.2886245916772,432.9192,2.3634859693955823,11.463750389908608,True,True,True
development_3,three_day_positive_sustained_spike,4,CA_1,FOODS_3,2015-07-28,2,1852.0,3583.6768,1661.8040584581463,190.2886245916772,432.9192,1.4121655341196364,10.512429954632662,True,True,True
development_3,three_day_positive_sustained_spike,4,CA_1,FOODS_3,2015-07-29,3,1751.0,3482.6768,1660.4632715184498,190.2886245916772,432.9192,0.8884389410342484,9.988703361547275,True,True,True
development_3,three_day_negative_sustained_drop,2,CA_1,FOODS_3,2015-07-30,1,1949.0,1083.1616,1668.351419340337,190.2886245916772,432.9192,1.887509971086917,-2.662622239169595,False,True,False
development_3,three_day_negative_sustained_drop,2,CA_1,FOODS_3,2015-07-31,2,2331.0,1465.1616,2058.359420073313,190.2886245916772,432.9192,1.8454265267919199,-2.7047056834645935,False,True,False
development_3,three_day_negative_sustained_drop,2,CA_1,FOODS_3,2015-08-01,3,2795.0,1929.1616,2884.203211772608,190.2886245916772,432.9192,-0.056125878012846894,-4.60625808826936,True,True,True
development_3,three_day_negative_sustained_drop,4,CA_1,FOODS_3,2015-07-30,1,1949.0,217.32320000000004,1668.351419340337,190.2886245916772,432.9192,1.887509971086917,-7.212754449426106,True,True,True
development_3,three_day_negative_sustained_drop,4,CA_1,FOODS_3,2015-07-31,2,2331.0,599.3232,2058.359420073313,190.2886245916772,432.9192,1.8454265267919199,-7.254837893721104,True,True,True
development_3,three_day_negative_sustained_drop,4,CA_1,FOODS_3,2015-08-01,3,2795.0,1063.3232,2884.203211772608,190.2886245916772,432.9192,-0.056125878012846894,-9.15639029852587,True,True,True
development_3,one_day_positive_spike,2,CA_1,HOBBIES_1,2015-08-02,1,715.0,879.5686000000001,717.2542706435769,76.39888385951363,82.2843,-0.34694813261931723,1.8071226035791021,False,True,False
development_3,one_day_positive_spike,4,CA_1,HOBBIES_1,2015-08-02,1,715.0,1044.1372000000001,717.2542706435769,76.39888385951363,82.2843,-0.34694813261931723,3.9611933397775214,True,True,False
development_3,one_day_negative_drop,2,CA_1,HOBBIES_1,2015-08-03,1,636.0,471.4314,576.5982000139427,76.39888385951363,82.2843,0.46008028867294526,-1.6939904475254732,False,True,False
development_3,one_day_negative_drop,4,CA_1,HOBBIES_1,2015-08-03,1,636.0,306.8628,576.5982000139427,76.39888385951363,82.2843,0.46008028867294526,-3.8480611837238916,True,True,False
development_3,two_day_positive_sustained_spike,2,CA_1,HOBBIES_1,2015-08-04,1,470.0,634.5686000000001,452.37706971947216,76.39888385951363,82.2843,-0.08677154469093872,2.0672991915074808,False,True,False
development_3,two_day_positive_sustained_spike,2,CA_1,HOBBIES_1,2015-08-05,2,455.0,619.5686000000001,451.40222925947944,76.39888385951363,82.2843,-0.2703496132632165,1.8837211229352029,False,True,False
development_3,two_day_positive_sustained_spike,4,CA_1,HOBBIES_1,2015-08-04,1,470.0,799.1372,452.37706971947216,76.39888385951363,82.2843,-0.08677154469093872,4.221369927705898,True,True,True
development_3,two_day_positive_sustained_spike,4,CA_1,HOBBIES_1,2015-08-05,2,455.0,784.1372,451.40222925947944,76.39888385951363,82.2843,-0.2703496132632165,4.037791859133621,True,True,True
development_3,two_day_negative_sustained_drop,2,CA_1,HOBBIES_1,2015-08-06,1,474.0,309.4314,453.21130222807534,76.39888385951363,82.2843,-0.045334192056072954,-2.1994049282544914,False,True,False
development_3,two_day_negative_sustained_drop,2,CA_1,HOBBIES_1,2015-08-07,2,570.0,405.4314,513.5314066637537,76.39888385951363,82.2843,0.4216869705820059,-1.7323837656164127,False,True,False
development_3,two_day_negative_sustained_drop,4,CA_1,HOBBIES_1,2015-08-06,1,474.0,144.8628,453.21130222807534,76.39888385951363,82.2843,-0.045334192056072954,-4.35347566445291,True,True,True
development_3,two_day_negative_sustained_drop,4,CA_1,HOBBIES_1,2015-08-07,2,570.0,240.8628,513.5314066637537,76.39888385951363,82.2843,0.4216869705820059,-3.886454501814831,True,True,False
development_3,three_day_positive_sustained_spike,2,CA_1,HOBBIES_1,2015-08-08,1,588.0,752.5686000000001,655.8499485356813,76.39888385951363,82.2843,-1.2055428473369465,0.9485278888614729,False,True,False
development_3,three_day_positive_sustained_spike,2,CA_1,HOBBIES_1,2015-08-09,2,684.0,848.5686000000001,644.6426392740649,76.39888385951363,82.2843,0.19771468530914488,2.351785421507564,False,True,False
development_3,three_day_positive_sustained_spike,2,CA_1,HOBBIES_1,2015-08-10,3,448.0,612.5686000000001,505.4060165578725,76.39888385951363,82.2843,-1.0688401698866623,1.085230566311757,False,True,False
development_3,three_day_positive_sustained_spike,4,CA_1,HOBBIES_1,2015-08-08,1,588.0,917.1372,655.8499485356813,76.39888385951363,82.2843,-1.2055428473369465,3.1025986250598905,True,True,False
development_3,three_day_positive_sustained_spike,4,CA_1,HOBBIES_1,2015-08-09,2,684.0,1013.1372,644.6426392740649,76.39888385951363,82.2843,0.19771468530914488,4.505856157705982,True,True,True
development_3,three_day_positive_sustained_spike,4,CA_1,HOBBIES_1,2015-08-10,3,448.0,777.1372,505.4060165578725,76.39888385951363,82.2843,-1.0688401698866623,3.239301302510175,True,True,False
development_3,three_day_negative_sustained_drop,2,CA_1,HOBBIES_1,2015-08-11,1,550.0,385.4314,443.1391895333692,76.39888385951363,82.2843,1.0812806005497997,-1.072790135648618,False,True,False
development_3,three_day_negative_sustained_drop,2,CA_1,HOBBIES_1,2015-08-12,2,485.0,320.4314,443.15276545749464,76.39888385951363,82.2843,0.23030513284956664,-1.923765603348852,False,True,False
development_3,three_day_negative_sustained_drop,2,CA_1,HOBBIES_1,2015-08-13,3,449.0,284.4314,444.2173751839982,76.39888385951363,82.2843,-0.25484082549532133,-2.4089115616937398,False,True,False
development_3,three_day_negative_sustained_drop,4,CA_1,HOBBIES_1,2015-08-11,1,550.0,220.8628,443.1391895333692,76.39888385951363,82.2843,1.0812806005497997,-3.2268608718470366,True,True,False
development_3,three_day_negative_sustained_drop,4,CA_1,HOBBIES_1,2015-08-12,2,485.0,155.8628,443.15276545749464,76.39888385951363,82.2843,0.23030513284956664,-4.077836339547271,True,True,True
development_3,three_day_negative_sustained_drop,4,CA_1,HOBBIES_1,2015-08-13,3,449.0,119.8628,444.2173751839982,76.39888385951363,82.2843,-0.25484082549532133,-4.562982297892159,True,True,True
development_3,one_day_positive_spike,2,CA_1,HOBBIES_2,2015-07-21,1,28.0,48.7564,41.12653940569291,8.145128937441815,10.3782,-0.8201494588252083,1.7281711582476844,False,True,False
development_3,one_day_positive_spike,4,CA_1,HOBBIES_2,2015-07-21,1,28.0,69.5128,41.12653940569291,8.145128937441815,10.3782,-0.8201494588252083,4.276491775320577,True,True,True
development_3,one_day_negative_drop,2,CA_1,HOBBIES_2,2015-07-22,1,40.0,19.2436,41.12653940569291,8.145128937441815,10.3782,0.6531237198028155,-1.8951968972700772,False,True,False
development_3,one_day_negative_drop,4,CA_1,HOBBIES_2,2015-07-22,1,40.0,0.0,41.12653940569291,8.145128937441815,10.3782,0.6531237198028155,-4.25778687562393,True,True,True
development_3,two_day_positive_sustained_spike,2,CA_1,HOBBIES_2,2015-07-23,1,40.0,60.7564,41.557375016249765,8.145128937441815,10.3782,0.6002288406835452,3.1485494577564377,True,True,False
development_3,two_day_positive_sustained_spike,2,CA_1,HOBBIES_2,2015-07-24,2,30.0,50.7564,45.132957304029226,8.145128937441815,10.3782,-1.0664829317200504,1.4818376853528423,False,True,False
development_3,two_day_positive_sustained_spike,4,CA_1,HOBBIES_2,2015-07-23,1,40.0,81.5128,41.557375016249765,8.145128937441815,10.3782,0.6002288406835452,5.696870074829331,True,True,True
development_3,two_day_positive_sustained_spike,4,CA_1,HOBBIES_2,2015-07-24,2,30.0,71.5128,45.132957304029226,8.145128937441815,10.3782,-1.0664829317200504,4.030158302425735,True,True,True
development_3,two_day_negative_sustained_drop,2,CA_1,HOBBIES_2,2015-07-25,1,28.0,7.243600000000001,50.152876150420134,8.145128937441815,10.3782,-1.928337777764476,-4.476658394837369,True,True,True
development_3,two_day_negative_sustained_drop,2,CA_1,HOBBIES_2,2015-07-26,2,30.0,9.2436,49.30676756214903,8.145128937441815,10.3782,-1.5789131572175845,-4.127233774290477,True,True,True
development_3,two_day_negative_sustained_drop,4,CA_1,HOBBIES_2,2015-07-25,1,28.0,0.0,50.152876150420134,8.145128937441815,10.3782,-1.928337777764476,-5.365975194563197,True,True,True
development_3,two_day_negative_sustained_drop,4,CA_1,HOBBIES_2,2015-07-26,2,30.0,0.0,49.30676756214903,8.145128937441815,10.3782,-1.5789131572175845,-5.262096103787644,True,True,True
development_3,three_day_positive_sustained_spike,2,CA_1,HOBBIES_2,2015-07-27,1,34.0,54.7564,41.16433684404653,8.145128937441815,10.3782,-0.08815336552346612,2.4601672515494264,False,True,False
development_3,three_day_positive_sustained_spike,2,CA_1,HOBBIES_2,2015-07-28,2,44.0,64.7564,40.69048059922794,8.145128937441815,10.3782,1.1977509246679392,3.746071541740832,True,True,False
development_3,three_day_positive_sustained_spike,2,CA_1,HOBBIES_2,2015-07-29,3,28.0,48.7564,40.69048059922794,8.145128937441815,10.3782,-0.7666133135027592,1.7817073035701334,False,True,False
development_3,three_day_positive_sustained_spike,4,CA_1,HOBBIES_2,2015-07-27,1,34.0,75.5128,41.16433684404653,8.145128937441815,10.3782,-0.08815336552346612,5.0084878686223195,True,True,True
development_3,three_day_positive_sustained_spike,4,CA_1,HOBBIES_2,2015-07-28,2,44.0,85.5128,40.69048059922794,8.145128937441815,10.3782,1.1977509246679392,6.294392158813724,True,True,True
development_3,three_day_positive_sustained_spike,4,CA_1,HOBBIES_2,2015-07-29,3,28.0,69.5128,40.69048059922794,8.145128937441815,10.3782,-0.7666133135027592,4.330027920643026,True,True,True
development_3,three_day_negative_sustained_drop,2,CA_1,HOBBIES_2,2015-07-30,1,51.0,30.2436,41.715416947540696,8.145128937441815,10.3782,1.931326009553442,-0.6169946075194508,False,True,False
development_3,three_day_negative_sustained_drop,2,CA_1,HOBBIES_2,2015-07-31,2,40.0,19.2436,51.38928490337521,8.145128937441815,10.3782,-0.6068619202655884,-3.155182537338481,True,True,False
development_3,three_day_negative_sustained_drop,2,CA_1,HOBBIES_2,2015-08-01,3,34.0,13.2436,53.88927807873147,8.145128937441815,10.3782,-1.6504295839133905,-4.198750200986283,True,True,True
development_3,three_day_negative_sustained_drop,4,CA_1,HOBBIES_2,2015-07-30,1,51.0,9.487200000000001,41.715416947540696,8.145128937441815,10.3782,1.931326009553442,-3.1653152245923435,True,True,False
development_3,three_day_negative_sustained_drop,4,CA_1,HOBBIES_2,2015-07-31,2,40.0,0.0,51.38928490337521,8.145128937441815,10.3782,-0.6068619202655884,-5.517772515692334,True,True,True
development_3,three_day_negative_sustained_drop,4,CA_1,HOBBIES_2,2015-08-01,3,34.0,0.0,53.88927807873147,8.145128937441815,10.3782,-1.6504295839133905,-5.824703590026124,True,True,True
development_3,one_day_positive_spike,2,CA_1,HOUSEHOLD_1,2015-08-02,1,1389.0,1675.1417999999999,1130.0531426168964,78.2379253292243,143.0709,3.2230269966863987,6.88035557225788,True,True,True
development_3,one_day_positive_spike,4,CA_1,HOUSEHOLD_1,2015-08-02,1,1389.0,1961.2836,1130.0531426168964,78.2379253292243,143.0709,3.2230269966863987,10.537684147829365,True,True,True
development_3,one_day_negative_drop,2,CA_1,HOUSEHOLD_1,2015-08-03,1,929.0,642.8582,866.6364408621868,78.2379253292243,143.0709,0.7103926519223966,-2.946935923649087,False,True,False
development_3,one_day_negative_drop,4,CA_1,HOUSEHOLD_1,2015-08-03,1,929.0,356.7164,866.6364408621868,78.2379253292243,143.0709,0.7103926519223966,-6.6042644992205695,True,True,True
development_3,two_day_positive_sustained_spike,2,CA_1,HOUSEHOLD_1,2015-08-04,1,798.0,1084.1417999999999,722.1139153809423,78.2379253292243,143.0709,0.883231149675779,4.540559725247261,True,True,True
development_3,two_day_positive_sustained_spike,2,CA_1,HOUSEHOLD_1,2015-08-05,2,707.0,993.1418,708.8584816761701,78.2379253292243,143.0709,-0.11046296948803436,3.546865606083449,True,True,False
development_3,two_day_positive_sustained_spike,4,CA_1,HOUSEHOLD_1,2015-08-04,1,798.0,1370.2836,722.1139153809423,78.2379253292243,143.0709,0.883231149675779,8.197888300818747,True,True,True
development_3,two_day_positive_sustained_spike,4,CA_1,HOUSEHOLD_1,2015-08-05,2,707.0,1279.2836,708.8584816761701,78.2379253292243,143.0709,-0.11046296948803436,7.204194181654933,True,True,True
development_3,two_day_negative_sustained_drop,2,CA_1,HOUSEHOLD_1,2015-08-06,1,704.0,417.8582,710.4951917363688,78.2379253292243,143.0709,-0.169727195126528,-3.8270557706980117,True,True,False
development_3,two_day_negative_sustained_drop,2,CA_1,HOUSEHOLD_1,2015-08-07,2,783.0,496.8582,824.1821556532225,78.2379253292243,143.0709,-0.613079492249583,-4.270408067821067,True,True,True
development_3,two_day_negative_sustained_drop,4,CA_1,HOUSEHOLD_1,2015-08-06,1,704.0,131.71640000000002,710.4951917363688,78.2379253292243,143.0709,-0.169727195126528,-7.484384346269494,True,True,True
development_3,two_day_negative_sustained_drop,4,CA_1,HOUSEHOLD_1,2015-08-07,2,783.0,210.71640000000002,824.1821556532225,78.2379253292243,143.0709,-0.613079492249583,-7.927736643392551,True,True,True
development_3,three_day_positive_sustained_spike,2,CA_1,HOUSEHOLD_1,2015-08-08,1,1121.0,1407.1417999999999,1010.7930690821012,78.2379253292243,143.0709,1.3219039053044503,4.979232480875934,True,True,True
development_3,three_day_positive_sustained_spike,2,CA_1,HOUSEHOLD_1,2015-08-09,2,1115.0,1401.1417999999999,1048.6522658963172,78.2379253292243,143.0709,0.7613164839271973,4.4186450594986795,True,True,True
development_3,three_day_positive_sustained_spike,2,CA_1,HOUSEHOLD_1,2015-08-10,3,847.0,1133.1417999999999,788.7963502904279,78.2379253292243,143.0709,0.6572226654901611,4.314551241061643,True,True,True
development_3,three_day_positive_sustained_spike,4,CA_1,HOUSEHOLD_1,2015-08-08,1,1121.0,1693.2836,1010.7930690821012,78.2379253292243,143.0709,1.3219039053044503,8.63656105644742,True,True,True
development_3,three_day_positive_sustained_spike,4,CA_1,HOUSEHOLD_1,2015-08-09,2,1115.0,1687.2836,1048.6522658963172,78.2379253292243,143.0709,0.7613164839271973,8.075973635070163,True,True,True
development_3,three_day_positive_sustained_spike,4,CA_1,HOUSEHOLD_1,2015-08-10,3,847.0,1419.2836,788.7963502904279,78.2379253292243,143.0709,0.6572226654901611,7.971879816633128,True,True,True
development_3,three_day_negative_sustained_drop,2,CA_1,HOUSEHOLD_1,2015-08-11,1,733.0,446.8582,698.0619726326084,78.2379253292243,143.0709,0.3598525314499358,-3.297476044121548,True,True,False
development_3,three_day_negative_sustained_drop,2,CA_1,HOUSEHOLD_1,2015-08-12,2,692.0,405.8582,692.1715188906741,78.2379253292243,143.0709,-0.08890101243974496,-3.7462295880112286,True,True,False
development_3,three_day_negative_sustained_drop,2,CA_1,HOUSEHOLD_1,2015-08-13,3,607.0,320.8582,693.0637657087805,78.2379253292243,143.0709,-1.1867349140504129,-4.844063489621896,True,True,True
development_3,three_day_negative_sustained_drop,4,CA_1,HOUSEHOLD_1,2015-08-11,1,733.0,160.71640000000002,698.0619726326084,78.2379253292243,143.0709,0.3598525314499358,-6.95480461969303,True,True,True
